vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state
1;2764.65;1103.47;2766.62;1090.07;2737.35;1085.78;2735.38;1099.18;10;0.83;stop
2;1960.67;1726.86;1984.83;1702.1;1974.48;1692.01;1950.33;1716.77;10;0.82;stop
3;3709.17;1007.86;3709.88;992.43;3676.46;990.89;3675.75;1006.32;10;0.78;stop
5;1017.69;577.09;1019.52;563.86;992.31;560.1;990.48;573.33;10;0.83;stop
6;639.92;1556.2;641.11;1544.83;616.33;1542.24;615.14;1553.6;10;0.82;stop
9;1985.37;1378.66;1992.06;1347.99;1978.2;1344.96;1971.51;1375.64;10;0.82;stop
10;2540.62;1209.87;2541.69;1195.45;2510.25;1193.13;2509.19;1207.55;10;0.8;stop
11;3373.7;1371.86;3380.08;1359.18;3351.92;1345.01;3345.54;1357.69;10;0.72;stop
12;744.46;1565.13;745.71;1551.74;718.97;1549.25;717.73;1562.64;10;0.82;stop
15;2689.18;1434.48;2693.98;1406.27;2680.07;1403.9;2675.27;1432.11;10;0.76;stop
16;1939.84;1941.43;1948.57;1907.34;1934.85;1903.82;1926.12;1937.91;10;0.83;stop
21;843.18;1109.08;843.65;1095.83;814.93;1094.8;814.46;1108.04;10;0.82;stop
22;3062.68;1292.44;3065.9;1277.18;3033.32;1270.31;3030.1;1285.57;10;0.82;stop
23;2926.21;1126.82;2928.42;1112.06;2897.54;1107.43;2895.33;1122.19;10;0.8;stop
25;1997.01;1252.38;1997.97;1226.45;1985.49;1225.99;1984.53;1251.92;10;0.75;stop
26;927.85;991.98;928.29;978.88;899.15;977.89;898.71;991.0;10;0.82;stop
28;1436.92;1624.78;1437.98;1612.09;1408.2;1609.6;1407.14;1622.28;10;0.82;stop
29;1980.33;1250.98;1981.09;1222.11;1968.04;1221.77;1967.29;1250.64;10;0.79;stop
35;3032.03;1148.9;3034.82;1136.39;3007.72;1130.35;3004.93;1142.86;10;0.81;stop
36;1890.63;1842.1;1897.29;1810.5;1882.62;1807.4;1875.96;1839.0;10;0.81;stop
39;1002.09;1118.83;1002.89;1104.75;972.85;1103.04;972.05;1117.13;10;0.82;stop
41;2234.95;1191.81;2235.64;1176.68;2202.8;1175.19;2202.11;1190.32;10;0.82;stop
42;390.59;1534.09;392.03;1520.59;362.69;1517.47;361.25;1530.97;10;0.8;stop
43;1257.65;1648.92;1259.12;1635.71;1231.97;1632.7;1230.51;1645.91;10;0.81;stop
44;2005.65;689.67;2006.65;659.64;1993.35;659.21;1992.35;689.23;10;0.82;stop
45;820.95;985.51;821.62;972.36;792.59;970.87;791.91;984.02;10;0.81;stop
48;2092.73;1305.32;2092.87;1292.58;2067.52;1292.3;2067.38;1305.05;10;0.82;stop
49;3106.91;1302.23;3109.9;1287.23;3074.59;1280.21;3071.6;1295.21;10;0.83;stop
50;2731.77;1099.26;2733.4;1084.67;2700.48;1080.99;2698.85;1095.58;10;0.81;stop
52;1723.51;1651.62;1724.8;1638.37;1696.49;1635.63;1695.2;1648.88;10;0.81;stop
54;3312.23;672.1;3314.21;644.16;3300.89;643.22;3298.92;671.15;10;0.78;stop
55;1243.06;1011.83;1243.66;997.55;1213.94;996.29;1213.34;1010.58;10;0.82;stop
56;2194.42;1189.39;2195.29;1175.87;2169.64;1174.23;2168.78;1187.76;10;0.81;stop
57;1976.4;1334.08;1977.22;1307.25;1964.67;1306.86;1963.84;1333.69;10;0.8;stop
58;1976.19;1432.26;1978.24;1398.08;1962.06;1397.11;1960.01;1431.29;10;0.82;stop
59;539.94;971.03;540.47;956.62;511.0;955.54;510.47;969.94;10;0.81;stop
66;2880.48;1248.31;2882.55;1234.43;2853.27;1230.06;2851.2;1243.95;10;0.79;stop
69;958.51;994.37;959.58;980.95;933.74;978.88;932.67;992.3;10;0.82;stop
73;2611.98;505.24;2612.71;479.5;2599.77;479.13;2599.04;504.87;10;0.81;stop
