vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state
57;1789.54;234.11;1804.57;233.12;1802.58;202.95;1787.55;203.94;10;0.79;parked
84;1809.17;506.49;1823.84;505.27;1821.2;473.39;1806.54;474.6;10;0.79;parked
142;1824.11;685.44;1838.54;684.02;1835.52;653.31;1821.09;654.73;10;0.79;parked
203;1827.2;822.68;1844.45;820.8;1839.18;772.57;1821.92;774.45;9;0.78;parked
212;1770.85;190.7;1785.73;189.28;1783.07;161.42;1768.19;162.84;10;0.77;parked
220;1766.58;145.91;1780.47;145.49;1779.61;117.34;1765.71;117.76;10;0.77;parked
222;1811.92;712.59;1827.49;710.28;1822.86;679.04;1807.29;681.34;10;0.79;parked
233;1790.82;470.03;1806.99;468.26;1803.18;433.35;1787.01;435.11;10;0.75;parked
238;1777.16;93.26;1790.57;92.39;1788.72;63.68;1775.31;64.54;10;0.76;parked
293;1807.6;678.13;1822.23;676.84;1819.73;648.25;1805.1;649.53;10;0.76;parked
301;1772.54;225.36;1788.07;224.2;1785.83;194.26;1770.3;195.42;10;0.76;parked
338;1799.78;352.11;1814.13;350.9;1811.47;319.51;1797.12;320.73;10;0.75;parked
350;1776.96;267.63;1792.06;266.17;1788.91;233.56;1773.81;235.02;10;0.76;parked
360;1762.5;62.45;1777.2;61.91;1776.09;31.49;1761.4;32.02;10;0.62;parked
438;1794.05;267.67;1808.03;266.1;1804.88;238.01;1790.89;239.58;10;0.69;parked
442;1811.55;556.91;1825.88;556.43;1824.92;527.59;1810.59;528.07;10;0.74;parked
498;1761.16;96.46;1772.58;96.23;1772.09;71.73;1760.67;71.96;10;0.58;parked
592;1824.7;887.63;1840.39;886.35;1837.65;852.74;1821.95;854.03;9;0.45;parked
614;1785.41;114.41;1785.48;95.45;1772.73;95.4;1772.66;114.37;10;0.59;parked
1299;1825.97;608.55;1836.18;598.46;1818.52;580.57;1808.3;590.67;10;0.68;parked
2130;1825.14;887.41;1840.72;886.02;1837.76;852.96;1822.18;854.36;10;0.42;parked
