vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
3;3146.01;1198.58;3147.98;1182.71;3109.93;1177.98;3107.95;1193.86;10;0.82;stop;11;1;7518
7;854.99;1172.21;855.25;1158.02;825.95;1157.48;825.68;1171.67;10;0.82;stop;-1;;
10;2950.54;1037.14;2951.85;1021.46;2920.09;1018.8;2918.77;1034.48;10;0.83;stop;6;1;7518
15;2681.11;1151.73;2681.2;1137.82;2653.26;1137.65;2653.18;1151.55;10;0.81;stop;11;1;7518
19;1977.62;669.17;1992.04;668.09;1989.88;639.2;1975.46;640.28;10;0.82;stop;9;1;7518
21;2823.82;1155.85;2824.43;1141.68;2791.8;1140.28;2791.19;1154.45;10;0.8;stop;11;1;7518
22;1960.61;679.88;1974.64;678.95;1972.58;647.62;1958.54;648.55;10;0.81;stop;9;1;7518
23;1074.89;639.95;1075.29;626.0;1044.61;625.11;1044.21;639.06;10;0.81;stop;-1;;
26;1958.21;640.43;1973.85;639.01;1970.76;604.95;1955.12;606.36;10;0.82;stop;9;1;7518
27;2725.81;1153.76;2726.34;1137.88;2691.81;1136.74;2691.29;1152.62;10;0.81;stop;11;1;7518
32;3499.55;1067.44;3503.64;1052.17;3468.88;1042.87;3464.8;1058.14;10;0.77;stop;6;1;7518
36;992.76;636.28;993.68;622.76;966.62;620.91;965.69;634.43;10;0.81;stop;-1;;
37;3428.84;930.55;3446.62;903.18;3433.66;894.76;3415.88;922.13;10;0.81;stop;6;1;7518
40;1993.42;896.2;2007.66;896.02;2007.27;865.55;1993.03;865.73;10;0.81;stop;9;1;7518
46;1756.72;1658.88;1784.84;1658.76;1784.78;1644.12;1756.66;1644.24;10;0.8;stop;14;1;7518
49;1145.56;1055.01;1145.75;1040.16;1114.01;1039.74;1113.81;1054.59;10;0.81;stop;10;1;7518
53;2832.26;1028.41;2833.61;1013.15;2799.11;1010.1;2797.77;1025.35;10;0.79;stop;6;1;7518
56;3356.64;1360.69;3361.68;1346.75;3333.36;1336.5;3328.32;1350.44;10;0.81;stop;11;1;7518
57;1790.14;234.36;1805.07;233.33;1803.11;204.95;1788.18;205.98;10;0.79;stop;1;1;7132
59;2969.46;1286.8;2974.52;1270.63;2937.54;1259.07;2932.48;1275.24;10;0.8;stop;13;1;7518
64;1493.88;1655.32;1494.12;1641.42;1464.87;1640.93;1464.63;1654.83;10;0.78;stop;14;1;7518
66;3241.56;1445.69;3250.55;1410.74;3232.81;1406.18;3223.83;1441.14;10;0.76;stop;-1;;
67;1983.76;741.48;1998.2;739.94;1994.99;709.77;1980.55;711.31;10;0.81;stop;9;1;7518
68;3734.23;895.42;3769.34;891.48;3767.65;876.45;3732.54;880.4;10;0.8;stop;6;1;7518
72;3476.62;826.79;3493.66;798.2;3480.57;790.4;3463.53;818.99;10;0.79;stop;6;1;7518
74;2894.61;1029.7;2895.88;1015.81;2868.39;1013.3;2867.12;1027.19;10;0.8;stop;6;1;7518
76;2497.79;1153.09;2529.91;1152.19;2529.46;1136.29;2497.34;1137.19;10;0.78;stop;11;1;7518
79;3142.38;447.55;3170.16;443.16;3167.93;429.01;3140.15;433.4;10;0.8;stop;8;1;7518
80;3780.9;891.44;3814.32;888.22;3812.85;872.93;3779.43;876.16;10;0.79;stop;6;1;7518
86;2748.61;481.67;2782.94;477.54;2781.23;463.33;2746.91;467.46;10;0.78;stop;7;1;7518
87;860.0;1174.01;887.84;1173.71;887.69;1159.24;859.85;1159.54;10;0.78;stop;-1;;
90;3410.17;966.03;3426.74;933.91;3412.02;926.31;3395.44;958.44;10;0.8;stop;6;1;7518
91;2029.27;1381.95;2043.49;1381.83;2043.23;1351.8;2029.01;1351.92;10;0.8;stop;15;1;7518
92;938.33;1059.71;965.9;1059.39;965.73;1044.97;938.16;1045.3;10;0.79;stop;10;1;7518
