vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2042.49;1148.46;2067.82;1128.81;2058.89;1117.29;2033.55;1136.94;10;0.72;move;-1;;
3;3145.96;1198.06;3148.07;1181.48;3109.97;1176.63;3107.86;1193.21;10;0.82;stop;11;1;7518
7;854.89;1172.19;855.25;1158.24;826.05;1157.5;825.69;1171.45;10;0.82;stop;-1;;
8;1976.29;1067.56;1991.01;1065.63;1986.71;1032.81;1971.99;1034.74;10;0.8;move;-1;;
10;2951.22;1037.07;2952.52;1021.57;2920.34;1018.87;2919.05;1034.37;10;0.82;stop;6;1;7518
11;303.3;1091.89;331.82;1090.98;331.39;1077.49;302.87;1078.4;10;0.76;move;-1;;
14;391.75;1094.16;424.28;1092.3;423.41;1077.09;390.88;1078.95;10;0.73;move;-1;;
15;2681.14;1151.69;2681.17;1137.74;2654.36;1137.68;2654.33;1151.63;10;0.81;stop;11;1;7518
16;1997.3;1268.73;2013.64;1267.92;2012.2;1238.9;1995.86;1239.71;10;0.78;move;-1;;
19;1977.2;670.01;1992.0;668.87;1989.74;639.49;1974.94;640.63;10;0.82;stop;9;1;7518
21;2823.7;1155.83;2824.34;1141.76;2791.92;1140.3;2791.29;1154.36;10;0.81;stop;11;1;7518
22;1960.72;680.3;1974.96;679.31;1972.75;647.2;1958.51;648.19;10;0.8;stop;9;1;7518
23;1074.86;640.21;1075.32;626.14;1044.64;625.13;1044.18;639.2;10;0.81;stop;-1;;
26;1958.12;640.9;1974.2;639.49;1971.13;604.47;1955.05;605.88;10;0.81;stop;9;1;7518
27;2725.37;1153.77;2725.85;1137.73;2692.26;1136.73;2691.78;1152.77;10;0.81;stop;11;1;7518
32;3499.7;1067.11;3503.99;1052.04;3469.68;1042.26;3465.38;1057.33;10;0.81;stop;6;1;7518
36;992.54;636.23;993.54;622.97;966.84;620.96;965.84;634.22;10;0.82;stop;-1;;
37;3428.94;930.49;3446.69;902.76;3433.56;894.35;3415.81;922.09;10;0.82;stop;6;1;7518
40;2007.44;896.31;2007.66;865.54;1993.24;865.44;1993.03;896.21;10;0.82;stop;9;1;7518
41;443.99;1089.74;471.72;1088.37;471.01;1074.01;443.28;1075.38;10;0.79;move;-1;;
44;3501.04;1048.3;3506.62;1033.05;3473.02;1020.77;3467.45;1036.01;10;0.81;stop;6;1;5352
46;1784.13;1659.27;1784.28;1645.16;1756.25;1644.85;1756.09;1658.97;10;0.81;stop;14;1;7518
47;2012.58;1172.4;2026.65;1171.14;2024.11;1142.85;2010.04;1144.11;10;0.76;move;-1;;
49;1145.35;1055.06;1145.61;1040.24;1114.22;1039.69;1113.96;1054.51;10;0.81;stop;10;1;7518
53;2832.47;1027.82;2833.15;1012.19;2797.78;1010.68;2797.1;1026.31;10;0.79;stop;6;1;7518
