vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
3;3145.51;1198.11;3147.56;1182.32;3110.43;1177.51;3108.38;1193.3;10;0.82;stop;11;1;7518
7;854.96;1172.74;855.29;1158.56;825.97;1157.89;825.65;1172.06;10;0.82;stop;-1;;
10;2951.22;1036.43;2952.39;1020.98;2920.34;1018.57;2919.18;1034.02;10;0.81;stop;6;1;7518
15;2653.1;1151.69;2681.29;1151.67;2681.28;1137.68;2653.08;1137.7;10;0.8;stop;11;1;7518
19;1977.42;669.79;1991.88;668.61;1989.52;639.71;1975.06;640.89;10;0.83;stop;9;1;7518
21;2823.98;1155.42;2824.65;1141.13;2791.64;1139.58;2790.97;1153.87;10;0.81;stop;11;1;7518
22;1960.58;679.43;1974.64;678.39;1972.32;646.94;1958.26;647.98;10;0.81;stop;9;1;7518
23;1075.19;640.13;1075.55;625.99;1044.87;625.21;1044.51;639.36;10;0.81;stop;-1;;
26;1958.0;640.41;1973.77;638.98;1970.69;604.97;1954.92;606.39;10;0.81;stop;9;1;7518
27;2725.32;1153.83;2725.8;1137.71;2691.18;1136.67;2690.7;1152.79;10;0.81;stop;11;1;7518
32;3500.02;1066.86;3504.17;1051.92;3470.29;1042.51;3466.14;1057.46;10;0.78;stop;6;1;7518
36;992.51;635.98;993.3;622.79;966.86;621.21;966.07;634.4;10;0.81;stop;-1;;
37;3428.96;930.77;3446.84;903.16;3433.54;894.54;3415.66;922.16;10;0.82;stop;6;1;7518
40;1993.36;895.92;2007.54;895.82;2007.33;865.27;1993.15;865.37;10;0.81;stop;9;1;7518
44;3479.65;934.18;3488.16;897.21;3471.92;893.47;3463.4;930.44;10;0.81;move;-1;;
46;1756.18;1659.09;1784.73;1658.96;1784.66;1643.91;1756.11;1644.04;10;0.81;stop;14;1;7518
49;1113.83;1054.93;1145.26;1054.75;1145.17;1039.82;1113.74;1040.0;10;0.81;stop;10;1;7518
53;2832.87;1027.65;2833.53;1012.31;2799.63;1010.85;2798.97;1026.19;10;0.79;stop;6;1;7518
56;3356.64;1360.45;3361.89;1346.68;3333.36;1335.8;3328.11;1349.57;10;0.81;stop;11;1;7518
57;1790.33;234.04;1805.03;232.94;1802.92;204.71;1788.22;205.81;10;0.79;stop;1;1;7132
59;2969.02;1287.09;2974.02;1271.42;2937.98;1259.91;2932.98;1275.58;10;0.79;stop;13;1;7518
60;1997.52;1255.51;2011.93;1254.43;2009.73;1225.12;1995.32;1226.2;10;0.8;move;-1;;
64;1493.83;1655.31;1494.04;1641.38;1464.92;1640.94;1464.71;1654.87;10;0.79;stop;14;1;7518
65;2015.08;1239.92;2028.54;1238.62;2025.92;1211.45;2012.46;1212.75;10;0.8;move;-1;;
66;3240.9;1445.38;3250.43;1411.23;3233.47;1406.5;3223.94;1440.64;10;0.79;stop;-1;;
67;1983.52;741.24;1997.82;739.72;1994.66;710.01;1980.36;711.53;10;0.82;stop;9;1;7518
68;3734.16;895.54;3769.44;891.5;3767.71;876.34;3732.43;880.37;10;0.8;stop;6;1;7518
72;3476.11;826.72;3493.0;798.04;3480.14;790.47;3463.25;819.15;10;0.81;stop;6;1;7518
74;2894.72;1029.47;2895.58;1015.18;2868.28;1013.53;2867.42;1027.82;10;0.82;stop;6;1;7518
76;2496.86;1152.86;2529.51;1152.36;2529.27;1136.51;2496.61;1137.02;10;0.79;stop;11;1;7518
79;3141.88;447.53;3169.7;443.19;3167.49;429.03;3139.67;433.37;10;0.79;stop;8;1;7518
80;3781.04;889.98;3814.11;886.73;3812.71;872.52;3779.64;875.77;10;0.8;stop;6;1;7518
84;1849.18;812.25;1864.82;810.74;1861.82;779.63;1846.18;781.14;10;0.78;move;-1;;
86;2748.22;482.43;2782.56;477.99;2780.69;463.51;2746.35;467.94;10;0.79;stop;7;1;7518
87;888.63;1174.52;888.7;1159.05;858.87;1158.92;858.8;1174.38;10;0.77;stop;-1;;
90;3410.43;965.94;3426.78;932.9;3411.76;925.47;3395.41;958.5;10;0.8;stop;6;1;7518
91;2043.15;1382.19;2043.17;1351.57;2029.35;1351.56;2029.33;1382.18;10;0.81;stop;15;1;7518
92;938.22;1060.29;966.06;1059.86;965.84;1045.33;938.0;1045.76;10;0.78;stop;10;1;7518
93;398.01;1073.51;398.1;1058.56;366.99;1058.37;366.9;1073.32;10;0.8;stop;10;1;7518
96;1860.56;2150.1;1874.07;2121.59;1862.07;2115.9;1848.55;2144.41;10;0.79;stop;-1;;
97;1980.0;703.36;1993.6;702.14;1991.25;675.89;1977.65;677.11;10;0.81;stop;9;1;7518
98;2652.2;492.02;2681.07;488.7;2679.54;475.48;2650.67;478.8;10;0.8;stop;7;1;7518
101;1875.99;2115.96;1888.79;2089.32;1877.01;2083.67;1864.21;2110.3;10;0.8;stop;-1;;
109;1996.24;1217.3;2009.87;1215.85;2007.26;1191.33;1993.63;1192.78;10;0.77;move;-1;;
110;2914.05;1304.29;2915.17;1287.54;2882.05;1285.32;2880.93;1302.07;10;0.8;stop;13;1;7518
