vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2028.42;1477.34;2029.17;1444.62;2014.83;1444.29;2014.08;1477.01;10;0.8;move;-1;;
2;338.09;1093.98;370.4;1093.52;370.19;1078.2;337.88;1078.66;10;0.74;move;-1;;
3;3145.71;1198.09;3147.88;1181.53;3110.23;1176.6;3108.06;1193.15;10;0.82;stop;11;1;7518
7;854.71;1172.71;855.05;1158.65;825.29;1157.92;824.95;1171.98;10;0.83;stop;-1;;
8;2008.65;1526.48;2023.58;1525.69;2021.85;1493.02;2006.92;1493.81;10;0.78;move;-1;;
10;2951.81;1037.37;2953.29;1021.7;2920.22;1018.57;2918.74;1034.24;10;0.83;stop;6;1;7518
11;2235.72;1047.38;2263.74;1045.42;2262.78;1031.62;2234.76;1033.58;10;0.79;move;-1;;
13;2322.09;1046.98;2352.18;1044.02;2350.78;1029.77;2320.69;1032.73;10;0.8;move;-1;;
14;2272.06;1045.74;2302.71;1043.78;2301.82;1029.88;2271.17;1031.85;10;0.79;move;-1;;
15;2680.77;1152.2;2680.78;1138.32;2652.48;1138.3;2652.47;1152.18;10;0.81;stop;11;1;7518
16;2012.24;1643.69;2027.5;1643.56;2027.26;1613.19;2012.0;1613.31;10;0.81;move;-1;;
18;2500.29;1063.02;2500.79;1046.26;2466.21;1045.23;2465.71;1061.99;10;0.79;move;-1;;
19;1977.11;670.04;1991.77;668.78;1989.26;639.46;1974.6;640.72;10;0.82;stop;9;1;7518
20;2195.94;1068.04;2225.17;1066.34;2224.38;1052.59;2195.14;1054.28;10;0.77;move;-1;;
21;2824.26;1155.85;2824.92;1141.84;2791.36;1140.27;2790.71;1154.28;10;0.81;stop;11;1;7518
22;1960.51;680.22;1974.47;679.19;1972.11;647.28;1958.16;648.31;10;0.8;stop;9;1;7518
23;1074.84;640.46;1075.28;626.41;1044.66;625.44;1044.22;639.5;10;0.81;stop;-1;;
25;2375.84;1064.32;2413.95;1061.99;2412.91;1045.06;2374.8;1047.39;10;0.71;move;-1;;
26;1957.7;640.96;1973.51;639.52;1970.43;605.54;1954.62;606.98;10;0.81;stop;9;1;7518
27;2725.06;1153.85;2725.7;1138.04;2691.44;1136.65;2690.8;1152.46;10;0.81;stop;11;1;7518
28;2241.86;1067.27;2273.22;1065.48;2272.39;1051.1;2241.03;1052.9;10;0.79;move;-1;;
29;2285.31;1065.4;2316.68;1062.99;2315.57;1048.47;2284.19;1050.88;10;0.8;move;-1;;
30;2007.05;1391.32;2023.14;1390.05;2020.45;1355.93;2004.36;1357.2;10;0.79;move;-1;;
32;3499.36;1067.39;3503.94;1052.28;3470.02;1041.99;3465.43;1057.1;10;0.82;stop;6;1;7518
33;2587.24;1061.45;2587.52;1045.14;2552.51;1044.55;2552.23;1060.86;10;0.72;move;-1;;
36;992.47;636.08;993.41;623.0;966.9;621.11;965.97;634.19;10;0.81;stop;-1;;
37;3428.93;930.74;3446.82;903.16;3433.57;894.57;3415.68;922.15;10;0.82;stop;6;1;7518
40;2006.79;897.01;2007.32;865.55;1992.77;865.3;1992.24;896.76;10;0.82;stop;9;1;7518
41;2374.01;1040.86;2400.86;1039.39;2400.12;1025.76;2373.26;1027.24;10;0.72;move;-1;;
44;3501.26;1048.35;3506.83;1033.26;3472.8;1020.71;3467.23;1035.8;10;0.8;stop;6;1;5352
46;1756.1;1659.3;1783.66;1659.22;1783.62;1644.82;1756.06;1644.91;10;0.8;stop;14;1;7518
47;2010.18;1571.38;2025.07;1570.71;2023.7;1540.37;2008.8;1541.04;10;0.8;move;-1;;
48;3037.43;1153.66;3040.06;1139.71;3008.97;1133.84;3006.34;1147.79;10;0.83;move;-1;;
49;1144.66;1055.41;1144.82;1040.8;1113.78;1040.47;1113.62;1055.07;10;0.81;stop;10;1;7518
52;722.53;1091.32;755.03;1090.38;754.56;1074.3;722.06;1075.25;10;0.78;move;-1;;
53;2832.56;1027.97;2833.39;1012.42;2797.69;1010.53;2796.86;1026.08;10;0.79;stop;6;1;7518
54;2024.66;1773.49;2028.82;1743.89;2016.34;1742.13;2012.18;1771.74;10;0.81;move;-1;;
55;3125.4;1149.36;3127.1;1134.41;3093.98;1130.64;3092.27;1145.59;10;0.81;move;-1;;
56;3356.6;1360.59;3361.79;1346.88;3333.4;1336.13;3328.21;1349.84;10;0.8;stop;11;1;7518
57;1789.52;234.66;1804.61;233.59;1802.6;205.22;1787.51;206.29;10;0.8;stop;1;1;7132
59;2968.86;1287.97;2974.36;1271.72;2937.39;1259.22;2931.89;1275.47;10;0.79;stop;13;1;7518
60;2008.5;1886.79;2014.23;1855.1;2001.0;1852.71;1995.27;1884.4;10;0.82;move;-1;;
61;2000.55;1317.87;2016.61;1317.46;2015.7;1282.0;1999.64;1282.41;10;0.77;move;-1;;
