vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2028.65;1239.62;2029.02;1207.43;2013.66;1207.26;2013.29;1239.44;10;0.79;move;-1;;
3;3145.89;1198.11;3147.81;1182.02;3110.05;1177.51;3108.13;1193.6;10;0.82;stop;11;1;7518
7;854.84;1173.21;855.32;1158.38;825.16;1157.41;824.68;1172.24;10;0.84;stop;-1;;
8;1999.6;1283.92;2014.16;1283.6;2013.46;1251.83;1998.9;1252.15;10;0.79;move;-1;;
10;2950.86;1036.71;2952.07;1021.17;2920.14;1018.66;2918.93;1034.21;10;0.82;stop;6;1;7518
11;2234.65;1047.5;2262.15;1046.39;2261.6;1032.62;2234.1;1033.73;10;0.8;move;-1;;
13;2314.7;1046.81;2345.85;1044.23;2344.67;1029.94;2313.52;1032.52;10;0.8;move;-1;;
14;2270.73;1046.09;2301.56;1044.62;2300.9;1030.66;2270.07;1032.13;10;0.78;move;-1;;
15;2681.42;1152.27;2681.43;1138.26;2652.95;1138.23;2652.94;1152.24;10;0.82;stop;11;1;7518
16;2002.02;1357.53;2017.18;1357.01;2016.11;1325.6;2000.95;1326.12;10;0.8;move;-1;;
18;2497.69;1063.25;2498.41;1046.51;2463.18;1045.0;2462.46;1061.74;10;0.81;move;-1;;
19;1977.01;671.76;1992.12;670.71;1989.93;638.87;1974.81;639.91;10;0.83;stop;9;1;7518
20;2124.65;1070.57;2155.36;1069.43;2154.85;1055.68;2124.14;1056.82;10;0.78;move;-1;;
21;2824.74;1156.29;2825.28;1142.24;2792.01;1140.96;2791.47;1155.01;10;0.81;stop;11;1;7518
22;1961.1;681.57;1975.1;680.22;1971.9;647.05;1957.9;648.4;10;0.82;stop;9;1;7518
23;1075.46;640.72;1075.88;625.78;1044.04;624.9;1043.62;639.84;10;0.8;stop;-1;;
25;2375.96;1064.8;2414.92;1062.46;2413.91;1045.7;2374.96;1048.04;10;0.76;move;-1;;
26;1957.34;640.72;1973.56;639.42;1970.79;604.66;1954.56;605.95;10;0.83;stop;9;1;7518
27;2726.24;1153.85;2726.77;1137.82;2691.39;1136.65;2690.86;1152.68;10;0.82;stop;11;1;7518
28;2224.12;1068.43;2256.19;1067.64;2255.81;1052.2;2223.74;1052.98;10;0.78;move;-1;;
29;2285.44;1066.02;2316.42;1063.98;2315.43;1048.98;2284.45;1051.02;10;0.79;move;-1;;
32;3499.95;1067.94;3504.31;1052.43;3468.49;1042.37;3464.13;1057.88;10;0.81;stop;6;1;7518
33;2586.04;1061.46;2586.29;1045.09;2550.33;1044.54;2550.08;1060.91;10;0.77;move;-1;;
36;992.42;635.7;993.37;622.45;966.96;620.55;966.0;633.8;10;0.81;stop;-1;;
37;3429.47;931.53;3447.79;903.19;3433.96;894.25;3415.65;922.6;10;0.82;stop;6;1;7518
40;1992.72;897.14;2007.28;896.66;2006.28;866.3;1991.72;866.78;10;0.8;stop;9;1;7518
41;2370.96;1041.45;2398.28;1039.97;2397.54;1026.3;2370.22;1027.78;10;0.77;move;-1;;
44;3502.03;1048.82;3507.43;1032.77;3472.97;1021.18;3467.57;1037.23;10;0.81;stop;6;1;5352
46;1783.67;1659.54;1783.72;1644.67;1755.63;1644.58;1755.58;1659.45;10;0.79;stop;14;1;7518
47;2033.12;1283.57;2033.17;1253.33;2018.19;1253.31;2018.14;1283.54;10;0.78;move;-1;;
49;1145.38;1055.81;1145.73;1040.82;1113.06;1040.07;1112.71;1055.06;10;0.82;stop;10;1;7518
52;17.87;1098.8;51.63;1094.95;49.81;1079.01;16.05;1082.87;10;0.8;stop;-1;;
53;2833.01;1028.86;2834.01;1013.11;2797.24;1010.76;2796.24;1026.52;10;0.81;stop;6;1;7518
54;2012.66;1512.69;2026.62;1512.28;2025.72;1482.06;2011.76;1482.47;10;0.8;move;-1;;
56;3356.92;1361.01;3362.11;1346.71;3333.08;1336.18;3327.89;1350.47;10;0.8;stop;11;1;7518
57;1789.31;234.52;1804.53;233.64;1802.81;204.23;1787.6;205.11;10;0.8;stop;1;1;7132
59;2969.35;1287.7;2974.68;1271.41;2937.65;1259.3;2932.32;1275.59;10;0.82;stop;13;1;7518
60;2014.43;1623.14;2029.23;1622.94;2028.82;1593.23;2014.02;1593.44;10;0.81;move;-1;;
62;1997.32;1238.44;2011.01;1237.96;2009.93;1207.31;1996.24;1207.79;10;0.76;move;-1;;
64;1493.68;1655.34;1493.96;1641.5;1463.94;1640.91;1463.67;1654.75;10;0.74;stop;14;1;7518
65;2013.19;1586.68;2027.13;1586.26;2026.31;1558.82;2012.37;1559.24;10;0.81;move;-1;;
66;3316.8;1346.6;3326.32;1313.98;3310.38;1309.33;3300.87;1341.96;10;0.79;stop;11;1;4669
67;1982.9;742.97;1998.03;741.4;1994.72;709.41;1979.6;710.97;10;0.82;stop;9;1;7518
