vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
3;3145.7;1198.12;3147.72;1182.31;3110.24;1177.51;3108.21;1193.32;10;0.82;stop;11;1;7518
7;855.56;1173.07;855.96;1157.4;825.38;1156.62;824.98;1172.29;10;0.83;stop;-1;;
10;2950.98;1036.68;2952.5;1021.52;2920.58;1018.32;2919.06;1033.48;10;0.82;stop;6;1;7518
15;2653.67;1152.17;2680.8;1151.99;2680.7;1138.33;2653.58;1138.51;10;0.81;stop;11;1;7518
19;1977.34;669.0;1991.78;667.89;1989.59;639.38;1975.15;640.48;10;0.83;stop;9;1;7518
21;2823.66;1155.79;2824.26;1141.72;2791.97;1140.34;2791.36;1154.4;10;0.81;stop;11;1;7518
22;1960.63;680.11;1974.71;679.15;1972.56;647.39;1958.47;648.35;10;0.8;stop;9;1;7518
23;1075.07;640.1;1075.46;626.08;1044.99;625.24;1044.6;639.26;10;0.81;stop;-1;;
26;1957.89;640.34;1973.59;638.91;1970.52;605.04;1954.82;606.46;10;0.82;stop;9;1;7518
27;2725.39;1153.79;2725.83;1137.64;2692.24;1136.71;2691.79;1152.86;10;0.82;stop;11;1;7518
32;3499.99;1066.8;3504.1;1051.9;3470.32;1042.58;3466.21;1057.48;10;0.78;stop;6;1;7518
36;992.66;636.14;993.46;622.65;966.72;621.04;965.91;634.54;10;0.81;stop;-1;;
37;3428.99;930.64;3446.39;903.34;3433.51;895.14;3416.11;922.44;10;0.82;stop;6;1;7518
40;1993.28;896.14;2007.58;896.06;2007.41;865.61;1993.11;865.69;10;0.81;stop;9;1;7518
44;3458.87;990.25;3475.23;989.27;3473.01;952.25;3456.64;953.23;10;0.75;stop;-1;;
46;1755.81;1659.12;1784.24;1659.03;1784.19;1643.88;1755.76;1643.97;10;0.82;stop;14;1;7518
49;1145.59;1055.14;1145.82;1040.1;1113.97;1039.61;1113.74;1054.65;10;0.81;stop;10;1;7518
53;2832.93;1029.36;2833.85;1013.66;2798.16;1011.58;2797.25;1027.27;10;0.74;stop;6;1;7518
56;3356.72;1360.43;3361.94;1346.77;3333.28;1335.82;3328.06;1349.48;10;0.81;stop;11;1;7518
57;1789.84;234.0;1804.39;232.91;1802.28;204.75;1787.73;205.84;10;0.79;stop;1;1;7132
59;2969.21;1287.09;2974.39;1271.16;2937.51;1259.16;2932.32;1275.09;10;0.8;stop;13;1;7518
60;1997.44;1255.5;2011.97;1254.43;2009.81;1225.12;1995.28;1226.19;10;0.8;move;-1;;
64;1494.21;1655.25;1494.25;1641.1;1464.54;1641.0;1464.5;1655.15;10;0.76;stop;14;1;7518
65;2015.09;1239.71;2028.66;1238.31;2025.91;1211.66;2012.34;1213.07;10;0.8;move;-1;;
66;3240.88;1445.23;3250.34;1411.34;3233.49;1406.64;3224.03;1440.53;10;0.79;stop;-1;;
67;1983.49;741.15;1997.75;739.67;1994.69;710.1;1980.44;711.58;10;0.81;stop;9;1;7518
68;3734.2;895.52;3769.37;891.6;3767.68;876.36;3732.5;880.27;10;0.8;stop;6;1;7518
72;3475.75;826.77;3493.26;798.26;3480.5;790.42;3462.99;818.93;10;0.8;stop;6;1;7518
74;2894.79;1029.93;2896.11;1015.67;2868.21;1013.07;2866.89;1027.33;10;0.82;stop;6;1;7518
76;2496.8;1152.9;2529.6;1152.33;2529.32;1136.48;2496.53;1137.04;10;0.8;stop;11;1;7518
79;3142.6;447.51;3170.03;442.93;3167.71;429.05;3140.29;433.63;10;0.8;stop;8;1;7518
80;3781.16;890.13;3814.09;886.69;3812.59;872.37;3779.66;875.81;10;0.79;stop;6;1;7518
84;1849.24;812.35;1864.93;810.76;1861.76;779.52;1846.07;781.12;10;0.77;move;-1;;
86;2748.43;482.34;2782.76;478.04;2780.95;463.6;2746.62;467.9;10;0.78;stop;7;1;7518
87;889.13;1174.65;889.19;1157.94;858.37;1157.85;858.31;1174.56;10;0.78;stop;-1;;
90;3410.28;965.78;3426.68;933.63;3411.91;926.09;3395.51;958.25;10;0.8;stop;6;1;7518
91;2042.84;1382.27;2042.93;1352.09;2028.16;1352.04;2028.07;1382.22;10;0.8;stop;15;1;7518
92;937.64;1059.75;966.55;1059.51;966.43;1044.93;937.51;1045.18;10;0.79;stop;10;1;7518
93;398.07;1073.61;398.24;1058.63;366.93;1058.27;366.76;1073.25;10;0.81;stop;10;1;7518
96;1860.41;2150.07;1874.08;2121.63;1862.21;2115.93;1848.55;2144.37;10;0.8;stop;-1;;
97;1979.81;703.17;1993.56;702.05;1991.44;676.08;1977.69;677.2;10;0.8;stop;9;1;7518
98;2652.58;491.86;2681.34;488.66;2679.9;475.64;2651.13;478.84;10;0.8;stop;7;1;7518
101;1876.01;2115.49;1888.37;2089.56;1876.99;2084.14;1864.63;2110.06;10;0.79;stop;-1;;
109;1996.05;1217.98;2010.01;1216.53;2007.45;1191.77;1993.49;1193.22;10;0.76;move;-1;;
110;2914.18;1304.37;2915.45;1287.76;2882.38;1285.24;2881.12;1301.85;10;0.79;stop;13;1;7518
111;1991.6;853.22;2004.72;851.95;2002.15;825.28;1989.03;826.55;10;0.78;stop;9;1;7518
112;1983.94;823.05;1999.22;820.34;1993.69;789.08;1978.4;791.79;10;0.8;stop;9;1;7518
114;3057.92;1050.08;3059.78;1037.2;3033.58;1033.42;3031.72;1046.3;10;0.74;stop;6;1;7518
117;2571.85;1696.56;2574.6;1660.42;2560.02;1659.31;2557.27;1695.45;10;0.79;stop;16;1;7518
118;1967.94;1837.5;1973.24;1804.42;1957.37;1801.88;1952.07;1834.96;10;0.78;stop;-1;;
119;1949.28;253.32;1962.91;252.16;1960.57;224.8;1946.93;225.97;10;0.79;stop;2;1;7518
120;2740.91;526.02;2773.88;522.58;2772.34;507.85;2739.37;511.29;10;0.79;stop;7;1;7518
124;1994.81;930.27;2008.53;929.76;2007.57;904.04;1993.85;904.55;10;0.79;stop;9;1;7518
125;1818.9;1016.93;1839.85;989.4;1827.41;979.94;1806.46;1007.47;10;0.76;stop;-1;;
126;3024.65;1047.35;3026.96;1032.42;2994.1;1027.34;2991.79;1042.27;10;0.78;stop;6;1;7518
130;2641.94;1149.57;2642.09;1135.64;2611.44;1135.31;2611.29;1149.24;10;0.8;stop;11;1;7518
131;2695.75;1022.8;2696.29;1008.03;2664.4;1006.88;2663.87;1021.65;10;0.8;stop;6;1;7518
132;2687.32;488.5;2718.46;484.7;2716.81;471.12;2685.66;474.93;10;0.78;stop;7;1;7518
133;2394.14;514.68;2423.33;511.23;2421.61;496.69;2392.42;500.14;10;0.78;stop;7;1;7518
135;3585.01;682.24;3598.05;651.62;3583.12;645.26;3570.08;675.88;10;0.79;stop;6;1;7518
136;1294.32;1045.64;1318.17;1045.15;1317.93;1033.36;1294.08;1033.85;10;0.79;stop;10;1;7518
141;3354.56;1320.18;3359.27;1306.08;3328.88;1295.91;3324.16;1310.01;10;0.82;stop;-1;;
142;1824.53;684.78;1838.23;683.46;1835.28;652.84;1821.58;654.16;10;0.78;stop;1;1;7518
145;2084.34;1033.59;2118.76;1032.52;2118.29;1017.28;2083.87;1018.35;10;0.75;stop;-1;;
148;1277.09;1182.11;1325.55;1180.77;1325.04;1162.39;1276.58;1163.73;9;0.78;stop;12;1;7518
150;2346.97;1154.16;2347.19;1140.18;2316.9;1139.72;2316.69;1153.69;10;0.79;stop;11;1;7518
151;953.02;633.17;953.72;620.87;926.67;619.33;925.97;631.63;10;0.77;stop;-1;;
152;1987.01;778.68;1999.62;777.6;1997.37;751.32;1984.76;752.4;10;0.77;stop;9;1;7518
153;903.92;1061.53;935.12;1060.22;934.52;1045.97;903.32;1047.28;10;0.79;stop;10;1;7518
158;1913.31;2028.18;1922.74;2004.94;1911.69;2000.45;1902.26;2023.69;10;0.79;stop;-1;;
159;3009.27;1304.99;3016.69;1289.47;2980.98;1272.39;2973.56;1287.9;10;0.77;stop;13;1;7518
160;792.15;1184.82;823.24;1184.68;823.16;1168.3;792.08;1168.45;10;0.8;stop;12;1;7518
161;764.66;1063.86;793.39;1062.55;792.76;1048.89;764.04;1050.2;10;0.75;stop;10;1;7518
163;3045.78;1341.87;3059.46;1326.9;3023.59;1294.14;3009.92;1309.11;10;0.68;stop;13;1;7518
166;3177.9;442.08;3204.65;438.12;3202.72;425.11;3175.97;429.07;10;0.79;stop;8;1;7518
