vehicle_id; veh_bb_x1; veh_bb_y1; veh_bb_x2; veh_bb_y2; veh_bb_x3; veh_bb_y3; veh_bb_x4; veh_bb_y4; det_class; conf_score; state
   337;    1955.16;    1888.86;    1960.54;    1857.58;    1946.34;    1855.14;    1940.96;    1886.42;       10;    0.84;   move
   292;    1895.61;    2080.08;    1906.96;    2050.51;    1893.39;    2045.30;    1882.04;    2074.87;       10;    0.84;   move
  3295;    1989.39;    1785.26;    1991.32;    1754.91;    1976.99;    1753.99;    1975.05;    1784.34;       10;    0.84;   stop
     1;    2698.88;    1099.22;    2699.59;    1087.04;    2673.74;    1085.53;    2673.03;    1097.71;       10;    0.83;   stop
     3;    2989.31;    1256.22;    2991.62;    1241.75;    2960.44;    1236.78;    2958.13;    1251.25;       10;    0.83;   stop
     2;    1990.00;    1945.02;    1994.74;    1913.51;    1981.25;    1911.48;    1976.51;    1942.99;       10;    0.83;   stop
    29;    1935.42;    1857.03;    1939.63;    1825.87;    1925.58;    1823.97;    1921.37;    1855.13;       10;    0.83;   stop
    21;    1821.91;     886.55;    1822.20;     857.35;    1807.34;     857.20;    1807.05;     886.40;       10;    0.83;   stop
    39;    2184.32;    1117.40;    2211.93;    1117.12;    2211.80;    1104.47;    2184.19;    1104.76;       10;    0.83;   stop
     7;    2987.41;    1130.39;    2989.53;    1119.09;    2962.34;    1113.98;    2960.22;    1125.28;       10;    0.83;   stop
     9;    2741.78;    1102.34;    2742.84;    1089.57;    2710.72;    1086.91;    2709.66;    1099.68;       10;    0.82;   stop
  4874;    1916.60;    2082.08;    1927.22;    2055.05;    1914.49;    2050.05;    1903.87;    2077.08;       10;    0.82;   stop
    10;    3710.22;    1379.42;    3713.60;    1365.52;    3679.15;    1357.14;    3675.77;    1371.04;       10;    0.82;   stop
    22;    1672.17;    1109.36;    1698.40;    1109.21;    1698.33;    1096.77;    1672.10;    1096.91;       10;    0.82;   stop
   340;    1979.02;    1186.77;    1990.20;    1170.99;    1947.70;    1140.86;    1936.52;    1156.63;        9;    0.82;   move
    16;    2498.47;    1215.60;    2498.65;    1202.40;    2470.28;    1202.03;    2470.10;    1215.23;       10;    0.82;   stop
    66;    2874.50;    1237.08;    2876.60;    1216.66;    2821.00;    1210.92;    2818.90;    1231.34;        9;    0.82;   stop
  3758;    1791.24;     291.24;    1805.15;     290.35;    1803.14;     258.88;    1789.22;     259.77;       10;    0.82;   stop
  2841;    1796.84;     407.93;    1811.14;     406.95;    1808.78;     372.82;    1794.49;     373.80;       10;    0.82;   stop
   516;    1913.69;     634.95;    1926.39;     630.31;    1915.81;     601.42;    1903.11;     606.07;       10;    0.82;   move
    32;    1926.88;     741.85;    1940.26;     740.28;    1936.37;     707.15;    1922.99;     708.72;       10;    0.82;   stop
    83;    2080.75;    1197.13;    2111.14;    1196.85;    2111.00;    1182.24;    2080.61;    1182.52;       10;    0.82;   move
  5190;    1779.68;     155.95;    1793.37;     154.75;    1790.69;     124.18;    1777.00;     125.38;       10;    0.82;   stop
    18;    1975.88;    1982.34;    1984.50;    1952.16;    1971.37;    1948.41;    1962.75;    1978.59;       10;    0.82;   stop
  3754;    1813.37;     274.53;    1828.53;     273.17;    1825.77;     242.41;    1810.61;     243.77;       10;    0.82;   stop
    64;    2213.35;    1099.58;    2238.59;    1099.31;    2238.46;    1087.42;    2213.22;    1087.69;       10;    0.82;   stop
  4017;    3713.60;    1287.55;    3716.99;    1272.77;    3683.27;    1265.03;    3679.88;    1279.81;       10;    0.82;   stop
    34;    2225.89;    1117.96;    2256.97;    1117.68;    2256.86;    1105.04;    2225.78;    1105.32;       10;    0.82;   stop
  3352;    1332.08;    1207.64;    1364.78;    1204.67;    1363.42;    1189.74;    1330.72;    1192.70;       10;    0.82;   move
   284;    1934.38;     784.69;    1946.50;     783.83;    1944.25;     752.06;    1932.12;     752.92;       10;    0.82;   stop
    26;    3383.46;    1092.40;    3386.21;    1079.69;    3356.22;    1073.22;    3353.48;    1085.94;       10;    0.82;   stop
  2533;    3503.82;    1243.04;    3506.74;    1228.70;    3472.12;    1221.64;    3469.20;    1235.99;       10;    0.82;   stop
