vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2013.51;1477.82;2028.76;1477.22;2027.49;1444.93;2012.24;1445.53;10;0.78;move;-1;;
2;2230.52;1045.98;2264.17;1044.54;2263.48;1028.52;2229.83;1029.96;10;0.77;move;-1;;
3;3146.09;1198.39;3148.11;1181.93;3109.84;1177.24;3107.83;1193.7;10;0.82;stop;11;1;7518
7;854.61;1172.76;854.87;1158.38;825.39;1157.86;825.13;1172.24;10;0.83;stop;-1;;
8;2008.01;1526.02;2023.25;1525.66;2022.49;1492.92;2007.25;1493.28;10;0.79;move;-1;;
10;2951.29;1037.54;2952.98;1021.95;2920.27;1018.4;2918.58;1033.98;10;0.83;stop;6;1;7518
11;2825.52;1048.18;2826.02;1034.06;2797.98;1033.07;2797.48;1047.19;10;0.82;stop;-1;;
12;1728.25;1057.9;1755.34;1057.34;1755.07;1044.73;1727.99;1045.29;10;0.77;move;-1;;
13;2945.83;1057.07;2947.49;1041.69;2915.42;1038.24;2913.76;1053.62;10;0.83;move;-1;;
14;2885.79;1049.39;2886.38;1034.05;2853.82;1032.8;2853.23;1048.14;10;0.81;move;-1;;
15;2680.74;1152.18;2680.78;1138.4;2653.64;1138.32;2653.6;1152.1;10;0.81;stop;11;1;7518
16;2027.61;1641.69;2027.7;1612.98;2012.46;1612.94;2012.37;1641.64;10;0.82;move;-1;;
18;3317.1;1105.8;3318.95;1087.0;3281.02;1083.26;3279.17;1102.07;10;0.82;move;-1;;
19;1977.08;669.78;1991.52;668.67;1989.3;639.72;1974.85;640.83;10;0.82;stop;9;1;7518
20;2941.68;1079.36;2943.42;1062.43;2910.66;1059.08;2908.93;1076.01;10;0.82;stop;-1;;
21;2822.8;1155.81;2823.45;1141.8;2791.7;1140.31;2791.05;1154.33;10;0.81;stop;11;1;7518
22;1960.52;680.29;1974.57;679.34;1972.39;647.21;1958.33;648.16;10;0.8;stop;9;1;7518
23;1074.86;640.11;1075.24;626.35;1045.2;625.52;1044.82;639.28;10;0.81;stop;-1;;
24;2530.51;1042.99;2567.85;1042.46;2567.61;1025.88;2530.28;1026.41;10;0.78;move;-1;;
25;3158.81;1109.54;3161.25;1089.5;3117.75;1084.21;3115.31;1104.25;10;0.82;move;-1;;
26;1957.49;640.05;1973.22;638.7;1970.36;605.32;1954.63;606.67;10;0.82;stop;9;1;7518
27;2725.49;1153.7;2725.96;1137.78;2692.13;1136.8;2691.67;1152.72;10;0.81;stop;11;1;7518
28;3022.49;1090.76;3024.78;1073.09;2987.82;1068.3;2985.53;1085.97;10;0.82;move;-1;;
29;3062.74;1094.66;3065.44;1078.18;3032.89;1072.84;3030.18;1089.32;10;0.84;move;-1;;
30;2007.91;1398.25;2023.21;1397.63;2021.84;1363.63;2006.54;1364.24;10;0.78;move;-1;;
32;3498.89;1068.29;3503.62;1052.56;3468.61;1042.03;3463.88;1057.75;10;0.82;stop;6;1;7518
33;3356.99;1131.85;3359.05;1114.33;3319.89;1109.71;3317.82;1127.24;10;0.81;move;-1;;
36;992.58;636.18;993.49;622.83;966.79;621.01;965.88;634.35;10;0.81;stop;-1;;
