vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2029.07;1239.87;2029.48;1208.33;2014.18;1208.13;2013.77;1239.67;10;0.79;move;-1;;
3;3145.64;1197.95;3147.7;1181.56;3109.36;1176.74;3107.3;1193.13;10;0.82;stop;11;1;7518
7;855.23;1172.63;855.6;1157.81;825.71;1157.06;825.34;1171.88;10;0.83;stop;-1;;
8;1999.54;1283.97;2014.88;1283.77;2014.46;1250.66;1999.12;1250.85;10;0.78;move;-1;;
10;2951.15;1037.23;2952.57;1021.62;2920.41;1018.7;2919.0;1034.31;10;0.82;stop;6;1;7518
11;367.65;1091.38;395.44;1090.49;395.01;1077.06;367.22;1077.94;10;0.77;move;-1;;
13;479.47;1110.13;507.32;1109.07;506.78;1094.87;478.93;1095.93;10;0.71;move;-1;;
14;414.71;1093.87;445.67;1092.43;444.98;1077.38;414.01;1078.82;10;0.78;move;-1;;
15;2681.04;1152.25;2681.13;1138.42;2653.33;1138.25;2653.25;1152.08;10;0.81;stop;11;1;7518
16;2001.71;1355.77;2016.96;1355.48;2016.42;1326.23;2001.16;1326.52;10;0.81;move;-1;;
19;1977.3;669.18;1991.77;668.11;1989.64;639.2;1975.17;640.27;10;0.82;stop;9;1;7518
21;2823.95;1155.86;2824.55;1141.65;2791.67;1140.26;2791.07;1154.47;10;0.81;stop;11;1;7518
22;1960.62;680.16;1974.77;679.19;1972.57;647.34;1958.42;648.31;10;0.8;stop;9;1;7518
23;1074.93;640.05;1075.29;626.07;1044.57;625.29;1044.21;639.28;10;0.81;stop;-1;;
26;1957.73;640.34;1973.64;638.94;1970.67;605.04;1954.76;606.43;10;0.81;stop;9;1;7518
27;2725.57;1153.76;2726.09;1137.86;2692.06;1136.74;2691.54;1152.64;10;0.81;stop;11;1;7518
28;129.88;1117.61;164.68;1117.25;164.5;1099.57;129.69;1099.93;10;0.73;move;-1;;
29;205.69;1115.38;234.4;1114.6;234.0;1099.93;205.29;1100.71;10;0.72;move;-1;;
32;3499.65;1067.41;3504.14;1052.04;3469.73;1041.97;3465.23;1057.34;10;0.8;stop;6;1;7518
36;992.59;636.06;993.45;622.85;966.78;621.13;965.93;634.34;10;0.81;stop;-1;;
37;3429.05;930.56;3446.76;902.76;3433.45;894.29;3415.74;922.08;10;0.81;stop;6;1;7518
40;1993.09;896.17;2007.2;896.09;2007.04;865.58;1992.92;865.66;10;0.81;stop;9;1;7518
41;578.76;1083.96;607.69;1082.85;607.17;1069.48;578.25;1070.59;10;0.77;move;-1;;
44;3500.2;1048.51;3506.02;1032.83;3472.92;1020.55;3467.1;1036.23;10;0.8;stop;6;1;5352
