vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2013.07;1478.15;2028.65;1477.89;2028.11;1445.73;2012.54;1445.98;10;0.79;move;-1;;
2;2136.4;1049.52;2170.36;1048.1;2169.73;1032.86;2135.76;1034.27;10;0.75;move;-1;;
3;3146.06;1198.53;3148.14;1181.87;3109.88;1177.09;3107.8;1193.75;10;0.82;stop;11;1;7518
7;854.94;1172.49;855.31;1158.94;826.0;1158.13;825.62;1171.68;10;0.82;stop;-1;;
8;2008.04;1526.3;2023.34;1525.89;2022.46;1493.2;2007.16;1493.61;10;0.79;move;-1;;
10;2952.05;1037.46;2953.51;1021.5;2920.45;1018.48;2918.99;1034.44;10;0.83;stop;6;1;7518
11;2803.89;1047.01;2804.23;1032.1;2775.18;1031.43;2774.83;1046.34;10;0.82;stop;-1;;
12;1680.99;1058.76;1709.34;1057.67;1708.81;1043.87;1680.46;1044.95;10;0.73;move;-1;;
13;2919.58;1053.64;2921.03;1038.08;2889.17;1035.11;2887.72;1050.67;10;0.83;move;-1;;
14;2861.02;1048.69;2861.66;1032.93;2829.37;1031.62;2828.73;1047.38;10;0.82;move;-1;;
15;2681.14;1152.33;2681.22;1138.34;2653.24;1138.17;2653.15;1152.16;10;0.81;stop;11;1;7518
16;2012.36;1641.6;2027.72;1641.59;2027.7;1613.02;2012.34;1613.04;10;0.81;move;-1;;
18;3317.3;1105.98;3319.43;1087.4;3281.77;1083.08;3279.63;1101.66;10;0.82;move;-1;;
19;1977.01;668.81;1991.47;667.73;1989.36;639.56;1974.9;640.64;10;0.82;stop;9;1;7518
20;2918.36;1075.94;2919.61;1060.86;2887.39;1058.18;2886.14;1073.27;10;0.82;stop;-1;;
21;2824.05;1155.77;2824.63;1141.7;2791.57;1140.36;2791.0;1154.42;10;0.81;stop;11;1;7518
