vehicle_id; veh_bb_x1; veh_bb_y1; veh_bb_x2; veh_bb_y2; veh_bb_x3; veh_bb_y3; veh_bb_x4; veh_bb_y4; det_class; conf_score; state
     1;    2699.20;    1100.35;    2700.32;    1087.94;    2673.43;    1085.52;    2672.31;    1097.93;       10;    0.84;   stop
     9;    2742.32;    1102.58;    2743.54;    1089.74;    2711.31;    1086.67;    2710.08;    1099.51;       10;    0.84;   stop
     2;    1989.69;    1945.92;    1995.15;    1914.04;    1981.56;    1911.71;    1976.10;    1943.59;       10;    0.83;   stop
     3;    2989.34;    1256.17;    2991.61;    1241.72;    2960.41;    1236.83;    2958.14;    1251.28;       10;    0.83;   stop
    12;    1642.20;    1172.84;    1666.90;    1171.90;    1666.42;    1159.29;    1641.72;    1160.23;       10;    0.83;   stop
    14;    2732.28;    1118.78;    2733.24;    1106.34;    2705.60;    1104.22;    2704.64;    1116.66;       10;    0.83;   stop
    83;    1841.26;     741.97;    1854.06;     736.23;    1841.99;     709.28;    1829.19;     715.02;       10;    0.83;   move
     6;    2959.65;    1219.35;    2961.34;    1205.57;    2929.35;    1201.65;    2927.66;    1215.43;       10;    0.82;   stop
    34;    3310.50;    1191.60;    3313.03;    1178.25;    3279.18;    1171.84;    3276.65;    1185.19;       10;    0.82;   move
   180;    1898.02;     610.78;    1914.08;     606.38;    1902.98;     565.97;    1886.92;     570.37;        9;    0.82;   move
    22;    1672.21;    1109.10;    1698.30;    1109.07;    1698.29;    1097.03;    1672.20;    1097.06;       10;    0.82;   stop
     7;    2987.51;    1130.31;    2989.56;    1119.02;    2962.24;    1114.06;    2960.19;    1125.36;       10;    0.82;   stop
    15;    2917.21;    1119.84;    2918.75;    1107.91;    2890.79;    1104.29;    2889.25;    1116.21;       10;    0.82;   stop
     4;    1941.20;    1946.57;    1949.37;    1915.97;    1935.18;    1912.18;    1927.01;    1942.78;       10;    0.82;   move
    10;    3711.10;    1379.95;    3714.64;    1365.64;    3680.15;    1357.09;    3676.60;    1371.39;       10;    0.82;   stop
    21;    1807.13;     886.68;    1822.14;     886.67;    1822.12;     858.19;    1807.11;     858.20;       10;    0.82;   stop
     5;    1447.19;    1180.53;    1479.31;    1179.69;    1478.93;    1165.09;    1446.81;    1165.93;       10;    0.82;   stop
    36;    1732.18;    1191.12;    1732.29;    1177.25;    1702.45;    1177.00;    1702.33;    1190.87;       10;    0.82;   stop
    60;    2233.18;    1198.46;    2267.14;    1198.17;    2267.01;    1183.16;    2233.05;    1183.45;       10;    0.82;   move
    29;    1935.29;    1856.87;    1939.64;    1826.10;    1925.71;    1824.13;    1921.36;    1854.90;       10;    0.82;   stop
    23;    2649.78;    1117.35;    2650.39;    1103.71;    2618.22;    1102.28;    2617.61;    1115.91;       10;    0.82;   stop
    16;    2498.27;    1215.44;    2498.39;    1202.44;    2470.48;    1202.18;    2470.36;    1215.19;       10;    0.82;   stop
    66;    2873.49;    1237.34;    2875.74;    1216.78;    2819.76;    1210.66;    2817.51;    1231.22;        9;    0.82;   stop
   227;    3370.68;    1229.92;    3373.67;    1216.20;    3342.76;    1209.45;    3339.77;    1223.18;       10;    0.82;   move
    32;    1927.73;     741.52;    1941.27;     740.07;    1937.77;     707.48;    1924.23;     708.93;       10;    0.82;   stop
    27;    1979.72;    1716.64;    1993.99;    1716.54;    1993.78;    1686.48;    1979.51;    1686.58;       10;    0.82;   stop
    18;    1976.22;    1983.05;    1984.57;    1952.35;    1971.59;    1948.82;    1963.25;    1979.53;       10;    0.82;   stop
    55;    1738.36;    1109.57;    1765.52;    1105.93;    1763.81;    1093.18;    1736.65;    1096.82;       10;    0.82;   stop
    33;    2494.24;    1109.36;    2494.75;    1096.82;    2465.51;    1095.64;    2465.00;    1108.18;       10;    0.82;   stop
    50;    3304.40;    1209.81;    3306.73;    1196.55;    3275.91;    1191.13;    3273.58;    1204.39;       10;    0.82;   move
  1057;    3819.21;    1313.56;    3822.65;    1299.18;    3787.66;    1290.82;    3784.22;    1305.19;       10;    0.82;   move
   340;    1869.39;     840.86;    1888.38;     839.19;    1883.61;     784.77;    1864.62;     786.43;        9;    0.82;   move
    20;    2010.05;    1348.82;    2016.86;    1338.08;    1994.95;    1324.18;    1988.14;    1334.92;       10;    0.82;   move
    37;    2205.96;    1136.63;    2235.23;    1136.50;    2235.16;    1122.37;    2205.90;    1122.50;       10;    0.82;   stop
    26;    3383.85;    1092.44;    3386.64;    1079.77;    3356.77;    1073.19;    3353.98;    1085.85;       10;    0.82;   stop
    28;    1290.31;    1719.92;    1290.77;    1707.84;    1264.00;    1706.83;    1263.54;    1718.91;       10;    0.82;   stop
    52;     571.22;     681.00;     573.20;     670.19;     550.03;     665.95;     548.05;     676.76;       10;    0.82;   stop
    54;    1645.78;    1190.03;    1670.06;    1189.11;    1669.59;    1176.97;    1645.32;    1177.89;       10;    0.82;   stop
    62;    1648.89;    1229.18;    1650.14;    1217.02;    1623.73;    1214.32;    1622.49;    1226.48;       10;    0.82;   stop
    68;    1967.59;    1917.03;    1973.88;    1886.90;    1961.66;    1884.35;    1955.37;    1914.48;       10;    0.82;   stop
    41;    1342.20;    1117.88;    1369.17;    1117.62;    1369.05;    1105.12;    1342.08;    1105.38;       10;    0.81;   stop
    53;     839.46;    1128.33;     867.63;    1127.60;     867.30;    1114.92;     839.14;    1115.65;       10;    0.81;   stop
    13;    2851.68;    1110.78;    2852.81;    1097.93;    2823.57;    1095.34;    2822.44;    1108.20;       10;    0.81;   stop
   168;    1977.42;    1593.68;    1991.05;    1592.82;    1988.96;    1559.70;    1975.33;    1560.56;       10;    0.81;   stop
    82;    3707.58;    1286.57;    3710.12;    1271.73;    3678.04;    1266.24;    3675.50;    1281.08;       10;    0.81;   stop
   156;    1799.06;     386.79;    1812.23;     385.21;    1808.82;     356.83;    1795.65;     358.42;       10;    0.81;   move
    98;    2002.64;    1243.77;    2012.68;    1217.80;    2000.86;    1213.23;    1990.82;    1239.20;       10;    0.81;   move
    31;    1985.90;    1812.03;    1988.76;    1777.84;    1975.42;    1776.72;    1972.55;    1810.91;       10;    0.81;   stop
    35;    1918.33;    2004.14;    1926.76;    1977.79;    1914.46;    1973.86;    1906.02;    2000.21;       10;    0.81;   move
    81;    2615.77;    1097.95;    2616.83;    1084.80;    2585.85;    1082.30;    2584.79;    1095.45;       10;    0.81;   stop
   198;    2219.18;    1116.47;    2219.27;    1103.36;    2189.88;    1103.16;    2189.79;    1116.26;       10;    0.81;   stop
    42;    2243.54;    1136.45;    2273.32;    1135.64;    2272.96;    1122.55;    2243.18;    1123.36;       10;    0.81;   stop
    38;    2566.22;    1216.09;    2566.39;    1203.02;    2538.65;    1202.66;    2538.48;    1215.73;       10;    0.81;   stop
    39;    2773.46;    1119.58;    2774.23;    1106.91;    2744.66;    1105.11;    2743.90;    1117.78;       10;    0.81;   stop
    45;    3480.47;    1238.89;    3484.22;    1224.00;    3446.72;    1214.55;    3442.97;    1229.44;       10;    0.81;   move
   233;    1942.18;    1440.65;    1954.82;    1438.27;    1949.95;    1412.35;    1937.30;    1414.73;       10;    0.81;   move
    73;    3616.67;    1283.53;    3621.29;    1264.43;    3559.89;    1249.59;    3555.27;    1268.70;        9;    0.81;   stop
    72;    1638.30;    1209.16;    1666.08;    1208.58;    1665.83;    1196.09;    1638.04;    1196.67;       10;    0.81;   stop
    65;    2692.46;    1120.55;    2693.51;    1106.00;    2659.92;    1103.58;    2658.87;    1118.12;       10;    0.81;   stop
    44;    2903.08;    1358.81;    2909.55;    1346.46;    2880.17;    1331.07;    2873.70;    1343.42;       10;    0.81;   stop
   104;    3185.81;    1400.84;    3196.01;    1370.36;    3180.76;    1365.26;    3170.55;    1395.73;       10;    0.81;   stop
