vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2027.15;1265.04;2028.96;1233.28;2014.6;1232.46;2012.79;1264.22;10;0.81;move;-1;;
3;3145.73;1197.66;3147.69;1181.59;3110.2;1177.03;3108.25;1193.1;10;0.82;stop;11;1;7518
7;854.69;1172.16;854.9;1157.96;825.31;1157.53;825.1;1171.73;10;0.83;stop;-1;;
8;2000.66;1325.11;2015.41;1325.02;2015.21;1291.08;2000.47;1291.16;10;0.78;move;-1;;
10;2950.86;1037.08;2952.24;1021.73;2920.23;1018.85;2918.85;1034.2;10;0.83;stop;6;1;7518
11;2235.76;1047.55;2263.77;1045.48;2262.74;1031.45;2234.73;1033.52;10;0.79;move;-1;;
13;2322.29;1046.28;2351.99;1043.3;2350.59;1029.35;2320.89;1032.33;10;0.8;move;-1;;
14;2272.16;1045.17;2302.49;1043.49;2301.71;1029.33;2271.38;1031.01;10;0.78;move;-1;;
15;2680.72;1151.65;2680.81;1137.9;2652.53;1137.73;2652.44;1151.47;10;0.81;stop;11;1;7518
16;2025.6;1583.78;2026.33;1551.94;2011.09;1551.59;2010.35;1583.43;10;0.82;move;-1;;
18;2500.36;1062.83;2500.62;1045.94;2466.14;1045.42;2465.88;1062.31;10;0.78;move;-1;;
19;1976.97;669.07;1991.55;667.98;1989.41;639.3;1974.82;640.39;10;0.82;stop;9;1;7518
20;2195.57;1067.99;2224.85;1066.57;2224.18;1052.63;2194.9;1054.05;10;0.77;move;-1;;
21;2823.24;1155.89;2823.82;1141.56;2791.26;1140.23;2790.68;1154.57;10;0.82;stop;11;1;7518
22;1960.46;680.3;1974.57;679.37;1972.45;647.2;1958.34;648.13;10;0.8;stop;9;1;7518
23;1074.83;640.0;1075.14;626.03;1044.67;625.35;1044.36;639.32;10;0.81;stop;-1;;
25;2375.48;1065.25;2413.5;1062.21;2412.15;1045.25;2374.12;1048.29;10;0.72;move;-1;;
26;1957.39;640.94;1973.36;639.57;1970.45;605.56;1954.48;606.93;10;0.82;stop;9;1;7518
27;2725.08;1153.56;2725.46;1137.78;2691.42;1136.94;2691.04;1152.72;10;0.81;stop;11;1;7518
28;2241.66;1067.26;2273.39;1065.49;2272.59;1051.12;2240.86;1052.88;10;0.78;move;-1;;
29;2286.05;1065.42;2317.1;1062.97;2315.95;1048.46;2284.9;1050.91;10;0.8;move;-1;;
30;1950.76;794.9;1966.32;792.86;1961.99;759.85;1946.43;761.89;10;0.82;move;-1;;
32;3499.15;1067.25;3503.69;1052.31;3470.23;1042.13;3465.68;1057.06;10;0.82;stop;6;1;7518
33;2585.73;1061.27;2585.9;1045.11;2550.64;1044.73;2550.47;1060.89;10;0.71;move;-1;;
36;992.48;635.83;993.52;622.51;966.9;620.42;965.85;633.74;10;0.81;stop;-1;;
37;3428.91;930.61;3446.66;903.15;3433.59;894.7;3415.84;922.16;10;0.81;stop;6;1;7518
40;1993.07;896.35;2007.48;896.15;2007.06;865.4;1992.64;865.6;10;0.8;stop;9;1;7518
