vehicle_id; veh_bb_x1; veh_bb_y1; veh_bb_x2; veh_bb_y2; veh_bb_x3; veh_bb_y3; veh_bb_x4; veh_bb_y4; det_class; conf_score; state
  6553;    2912.86;    1240.12;    2916.53;    1227.01;    2888.39;    1219.13;    2884.72;    1232.24;       10;    0.85;   stop
 10103;    2828.64;    1158.25;    2831.68;    1143.78;    2798.24;    1136.75;    2795.20;    1151.22;       10;    0.84;   move
  6723;    2902.42;    1255.41;    2905.86;    1241.56;    2876.33;    1234.21;    2872.89;    1248.06;       10;    0.84;   stop
  6023;    2945.19;    1264.83;    2947.93;    1251.66;    2919.81;    1245.79;    2917.07;    1258.97;       10;    0.84;   stop
    12;    1990.35;     446.01;    1991.02;     419.44;    1978.27;     419.12;    1977.60;     445.69;       10;    0.83;   stop
  8515;    1907.57;     828.72;    1908.07;     802.78;    1895.12;     802.53;    1894.62;     828.47;       10;    0.83;   stop
  3454;    2960.63;    1251.66;    2963.88;    1237.56;    2930.62;    1229.90;    2927.37;    1244.00;       10;    0.83;   stop
    31;    1826.29;     343.33;    1839.38;     343.12;    1838.96;     317.04;    1825.87;     317.25;       10;    0.83;   stop
  9699;    1886.23;     939.15;    1887.36;     906.40;    1871.27;     905.85;    1870.14;     938.60;       10;    0.83;   stop
  6606;    2720.20;    1203.67;    2721.68;    1191.16;    2693.98;    1187.90;    2692.50;    1200.40;       10;    0.83;   stop
  8161;    1912.13;    1155.10;    1913.17;    1141.15;    1881.37;    1138.78;    1880.33;    1152.73;       10;    0.83;   move
  5434;    2861.16;    1242.29;    2864.15;    1230.52;    2839.54;    1224.27;    2836.56;    1236.04;       10;    0.83;   stop
 10207;    1907.61;     787.20;    1908.31;     760.01;    1895.36;     759.68;    1894.65;     786.86;       10;    0.83;   stop
    36;    2998.32;    1422.98;    3010.39;    1397.26;    2998.68;    1391.77;    2986.61;    1417.49;       10;    0.83;   stop
    10;    1762.94;    2045.57;    1776.98;    2019.83;    1765.25;    2013.43;    1751.21;    2039.17;       10;    0.83;   stop
   145;     901.38;    1111.17;     901.80;    1097.43;     876.12;    1096.64;     875.70;    1110.38;       10;    0.83;   stop
   103;    1836.81;     553.01;    1839.22;     524.78;    1825.54;     523.61;    1823.13;     551.85;       10;    0.83;   stop
  6688;    1969.05;     827.38;    1970.87;     804.21;    1959.35;     803.31;    1957.54;     826.48;       10;    0.83;   stop
  8360;    1906.50;     869.45;    1907.34;     836.42;    1892.81;     836.05;    1891.98;     869.08;       10;    0.83;   stop
 10885;    1544.84;    1117.42;    1545.49;    1104.78;    1517.41;    1103.33;    1516.76;    1115.97;       10;    0.83;   stop
  1058;    1958.96;     794.84;    1972.60;     794.82;    1972.54;     767.78;    1958.90;     767.81;       10;    0.82;   stop
  9108;    1725.57;    1127.62;    1726.12;    1113.47;    1694.43;    1112.25;    1693.88;    1126.41;       10;    0.82;   move
  8298;    2136.47;    1126.62;    2137.01;    1113.22;    2110.03;    1112.13;    2109.49;    1125.53;       10;    0.82;   stop
