vehicle_id; veh_bb_x1; veh_bb_y1; veh_bb_x2; veh_bb_y2; veh_bb_x3; veh_bb_y3; veh_bb_x4; veh_bb_y4; det_class; conf_score; state
     1;    2965.75;    1156.46;    2968.14;    1144.66;    2943.50;    1139.66;    2941.11;    1151.46;       10;    0.84;   stop
   126;    3000.19;    1165.70;    3003.07;    1152.40;    2974.31;    1146.18;    2971.43;    1159.47;       10;    0.83;   stop
     4;    3036.11;    1414.14;    3047.12;    1388.98;    3035.14;    1383.74;    3024.13;    1408.89;       10;    0.83;   stop
  7582;    1490.55;    1109.43;    1490.83;    1096.18;    1462.58;    1095.57;    1462.29;    1108.82;       10;    0.83;   move
 11120;    1992.19;    1427.42;    1992.78;    1400.00;    1979.06;    1399.71;    1978.47;    1427.12;       10;    0.83;   stop
 11791;    1549.26;    1172.89;    1549.44;    1160.77;    1523.12;    1160.36;    1522.93;    1172.48;       10;    0.83;   move
    15;    2996.98;    1283.49;    2999.32;    1269.96;    2968.52;    1264.64;    2966.18;    1278.17;       10;    0.83;   stop
 13092;    3002.13;    1183.06;    3004.92;    1170.59;    2979.12;    1164.82;    2976.33;    1177.29;       10;    0.82;   move
    24;    1413.64;    1073.39;    1413.70;    1060.86;    1387.61;    1060.74;    1387.55;    1073.27;       10;    0.82;   stop
   134;     933.61;    1064.69;     933.91;    1052.08;     906.89;    1051.44;     906.59;    1064.05;       10;    0.82;   stop
 12181;    1612.65;    1154.95;    1612.78;    1142.55;    1586.85;    1142.30;    1586.72;    1154.70;       10;    0.82;   stop
 12549;    2944.23;    1169.55;    2946.94;    1156.38;    2915.15;    1149.83;    2912.43;    1163.00;       10;    0.82;   stop
 11627;    1484.38;    1135.31;    1484.48;    1122.78;    1458.62;    1122.57;    1458.52;    1135.09;       10;    0.82;   stop
  5535;    1940.37;     362.50;    1954.41;     362.20;    1953.72;     329.38;    1939.68;     329.67;       10;    0.82;   move
 12480;    1098.58;    1146.47;    1098.75;    1133.15;    1070.42;    1132.78;    1070.25;    1146.10;       10;    0.82;   move
   129;     891.61;    1170.64;     891.75;    1158.42;     865.07;    1158.11;     864.93;    1170.33;       10;    0.82;   stop
 11747;    2807.43;    1145.18;    2808.95;    1131.89;    2778.95;    1128.45;    2777.42;    1141.74;       10;    0.82;   move
    94;    1086.91;    1179.03;    1112.57;    1178.83;    1112.47;    1165.47;    1086.80;    1165.67;       10;    0.82;   stop
    22;    1532.54;    1189.28;    1532.58;    1176.67;    1506.09;    1176.59;    1506.05;    1189.20;       10;    0.82;   stop
 11289;    1519.95;    1135.74;    1520.25;    1123.87;    1496.18;    1123.26;    1495.88;    1135.13;       10;    0.82;   stop
    26;    2732.73;    1119.15;    2733.57;    1105.55;    2706.27;    1103.85;    2705.43;    1117.45;       10;    0.81;   stop
