vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2013.08;1478.1;2028.7;1477.81;2028.11;1445.77;2012.49;1446.06;10;0.79;move;-1;;
2;2594.24;1039.85;2594.58;1024.17;2560.14;1023.4;2559.79;1039.08;10;0.82;stop;-1;;
3;3145.82;1198.77;3147.89;1182.66;3110.12;1177.79;3108.04;1193.91;10;0.82;stop;11;1;7518
7;854.71;1172.5;855.02;1158.79;826.23;1158.13;825.92;1171.83;10;0.82;stop;-1;;
8;2007.54;1526.25;2022.6;1525.9;2021.83;1493.25;2006.78;1493.6;10;0.79;move;-1;;
10;2951.13;1037.73;2952.67;1022.37;2920.43;1019.14;2918.89;1034.51;10;0.83;stop;6;1;7518
11;2871.23;1051.17;2871.84;1036.93;2842.83;1035.71;2842.23;1049.95;10;0.8;stop;-1;;
12;2274.33;1047.2;2303.25;1046.49;2302.92;1032.92;2274.0;1033.63;10;0.82;stop;-1;;
13;2955.41;1057.39;2956.95;1042.79;2926.84;1039.61;2925.3;1054.21;10;0.83;move;-1;;
14;2913.06;1051.64;2913.92;1036.11;2881.16;1034.3;2880.3;1049.83;10;0.82;move;-1;;
15;2680.67;1152.22;2680.71;1138.37;2652.58;1138.28;2652.54;1152.13;10;0.82;stop;11;1;7518
16;2027.61;1644.79;2027.64;1614.35;2011.89;1614.33;2011.86;1644.78;10;0.81;move;-1;;
17;3231.49;1208.16;3239.47;1194.86;3211.01;1177.78;3203.03;1191.08;10;0.59;move;-1;;
18;3316.76;1105.84;3318.58;1087.94;3281.36;1084.16;3279.54;1102.06;10;0.83;move;-1;;
19;1976.86;669.93;1991.71;668.82;1989.52;639.57;1974.67;640.68;10;0.82;stop;9;1;7518
20;2969.49;1082.23;2971.38;1067.09;2939.76;1063.14;2937.87;1078.28;10;0.81;stop;-1;;
21;2823.94;1155.88;2824.57;1141.71;2791.68;1140.24;2791.05;1154.42;10;0.8;stop;11;1;7518
