vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
3;3145.43;1198.28;3147.51;1182.29;3109.57;1177.34;3107.49;1193.34;10;0.82;stop;11;1;7518
7;855.61;1172.84;855.88;1157.39;825.33;1156.85;825.06;1172.3;10;0.82;stop;-1;;
10;2950.91;1036.74;2951.98;1021.42;2920.18;1019.2;2919.11;1034.51;10;0.81;stop;6;1;7518
15;2680.55;1151.59;2680.59;1137.87;2653.82;1137.79;2653.78;1151.51;10;0.81;stop;11;1;7518
19;1977.68;668.97;1992.05;667.83;1989.82;639.41;1975.45;640.54;10;0.82;stop;9;1;7518
21;2824.8;1155.93;2825.44;1141.71;2791.95;1140.19;2791.31;1154.42;10;0.81;stop;11;1;7518
22;1960.47;680.59;1974.74;679.6;1972.53;647.48;1958.26;648.46;10;0.8;stop;9;1;7518
23;1075.07;640.1;1075.52;626.22;1044.99;625.24;1044.54;639.12;10;0.81;stop;-1;;
26;1958.17;640.46;1974.13;639.03;1971.08;604.92;1955.12;606.35;10;0.81;stop;9;1;7518
27;2725.56;1153.71;2725.98;1137.67;2692.06;1136.79;2691.65;1152.83;10;0.81;stop;11;1;7518
32;3499.45;1067.13;3503.84;1052.25;3469.92;1042.25;3465.53;1057.12;10;0.76;stop;6;1;7518
36;992.68;635.74;993.56;622.26;966.69;620.51;965.81;633.99;10;0.82;stop;-1;;
37;3428.27;930.43;3446.08;903.26;3433.29;894.88;3415.48;922.05;10;0.82;stop;6;1;7518
40;1993.44;896.2;2007.6;896.03;2007.25;865.55;1993.08;865.72;10;0.81;stop;9;1;7518
46;1756.03;1659.36;1784.82;1659.09;1784.68;1643.64;1755.88;1643.91;10;0.81;stop;14;1;7518
49;1145.35;1054.97;1145.6;1040.31;1114.21;1039.78;1113.96;1054.44;10;0.81;stop;10;1;7518
53;2832.11;1027.98;2833.48;1012.51;2798.14;1009.39;2796.77;1024.86;10;0.8;stop;6;1;7518
56;3356.09;1360.31;3361.26;1346.61;3332.97;1335.94;3327.8;1349.64;10;0.81;stop;11;1;7518
57;1790.31;234.35;1805.11;233.21;1802.94;204.96;1788.14;206.1;10;0.8;stop;-1;;
59;2969.04;1287.14;2974.08;1271.45;2937.96;1259.86;2932.92;1275.55;10;0.79;stop;13;1;7518
64;1493.79;1655.11;1493.91;1641.4;1464.96;1641.14;1464.84;1654.85;10;0.78;stop;14;1;7518
66;3243.12;1436.77;3253.14;1402.83;3235.94;1397.76;3225.93;1431.7;10;0.75;stop;-1;;
67;1983.59;740.81;1998.03;739.14;1994.6;709.32;1980.15;710.98;10;0.81;stop;9;1;7518
68;3734.16;895.33;3769.3;891.66;3767.72;876.55;3732.58;880.22;10;0.8;stop;6;1;7518
72;3475.94;826.3;3493.1;798.89;3480.31;790.88;3463.15;818.3;10;0.79;stop;6;1;7518
74;2894.48;1029.52;2895.64;1015.75;2868.52;1013.48;2867.36;1027.25;10;0.79;stop;6;1;7518
