vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2028.85;1238.82;2029.3;1208.27;2014.4;1208.06;2013.95;1238.6;10;0.8;move;-1;;
3;3145.52;1198.43;3147.2;1183.12;3110.42;1179.07;3108.74;1194.38;10;0.83;stop;11;1;7518
7;854.73;1172.66;855.01;1158.56;825.27;1157.96;824.99;1172.07;10;0.82;stop;-1;;
8;1999.01;1284.13;2013.83;1283.97;2013.49;1251.62;1998.67;1251.78;10;0.79;move;-1;;
10;2950.77;1038.29;2952.24;1022.54;2919.86;1019.52;2918.39;1035.28;10;0.82;stop;6;1;7518
11;1894.53;1050.84;1921.76;1050.1;1921.38;1036.04;1894.14;1036.78;10;0.75;move;-1;;
13;2070.33;1051.99;2099.15;1051.48;2098.92;1038.26;2070.1;1038.77;10;0.76;move;-1;;
14;1968.88;1052.26;2000.67;1051.02;2000.12;1036.86;1968.33;1038.11;10;0.76;move;-1;;
15;2681.45;1152.89;2681.45;1138.73;2651.8;1138.73;2651.8;1152.89;10;0.81;stop;11;1;7518
16;2001.73;1357.25;2016.85;1356.76;2015.83;1325.87;2000.71;1326.37;10;0.8;move;-1;;
18;2330.27;1064.54;2365.55;1063.59;2365.11;1047.09;2329.82;1048.04;10;0.8;move;-1;;
19;1976.79;669.06;1991.23;667.92;1989.02;639.88;1974.58;641.02;10;0.83;stop;9;1;7518
20;1582.62;1084.55;1608.61;1083.43;1607.88;1066.45;1581.89;1067.57;10;0.78;move;-1;;
21;2824.18;1156.6;2824.71;1141.85;2791.44;1140.65;2790.91;1155.4;10;0.81;stop;11;1;7518
22;1960.3;680.2;1974.43;679.27;1972.32;647.3;1958.19;648.23;10;0.81;stop;9;1;7518
23;1074.83;640.07;1075.18;626.03;1044.67;625.28;1044.32;639.32;10;0.81;stop;-1;;
25;2151.96;1068.22;2170.84;1059.88;2160.26;1051.84;2141.37;1060.18;10;0.77;move;-1;;
26;1957.5;640.59;1973.1;639.19;1970.07;605.35;1954.47;606.75;10;0.82;stop;9;1;7518
27;2726.69;1154.32;2726.87;1137.69;2690.94;1137.31;2690.76;1153.93;10;0.8;stop;11;1;7518
28;1840.49;1076.26;1872.44;1075.36;1872.01;1060.12;1840.06;1061.01;10;0.8;move;-1;;
29;1919.92;1074.26;1951.02;1072.56;1950.27;1058.74;1919.16;1060.44;10;0.79;move;-1;;
32;3499.12;1067.83;3503.1;1052.96;3467.44;1043.42;3463.46;1058.29;10;0.81;stop;6;1;7518
33;2572.49;1060.94;2572.64;1045.39;2536.88;1045.06;2536.74;1060.61;10;0.76;move;-1;;
36;992.55;635.61;993.48;622.52;966.82;620.64;965.9;633.73;10;0.81;stop;-1;;
37;3429.59;931.38;3447.19;904.56;3433.85;895.81;3416.25;922.63;10;0.81;stop;6;1;7518
40;1992.78;896.87;2007.07;896.73;2006.79;866.01;1992.49;866.14;10;0.81;stop;9;1;7518
41;2181.33;1047.1;2207.56;1045.9;2206.92;1031.9;2180.69;1033.1;10;0.77;move;-1;;
44;3502.48;1049.38;3507.7;1033.18;3471.58;1021.56;3466.37;1037.76;10;0.82;stop;6;1;5352
46;1783.3;1660.43;1783.71;1646.8;1755.95;1645.94;1755.54;1659.58;10;0.8;stop;14;1;7518
47;2032.88;1283.86;2033.07;1253.1;2017.87;1253.01;2017.68;1283.77;10;0.81;move;-1;;
49;1144.99;1055.14;1145.36;1040.42;1113.45;1039.61;1113.08;1054.33;10;0.82;stop;10;1;7518
52;5.85;1101.15;40.87;1096.07;38.6;1080.41;3.57;1085.49;10;0.77;stop;-1;;
53;2832.08;1029.71;2833.43;1014.08;2798.17;1011.04;2796.82;1026.67;10;0.8;stop;6;1;7518
54;2013.71;1511.62;2027.83;1510.26;2025.04;1481.44;2010.92;1482.8;10;0.8;move;-1;;
56;3356.51;1361.43;3361.65;1347.2;3332.55;1336.69;3327.41;1350.92;10;0.81;stop;11;1;7518
57;1789.44;234.22;1804.54;233.23;1802.68;205.09;1787.59;206.09;10;0.81;stop;1;1;7132
59;2966.89;1288.1;2971.78;1272.46;2935.61;1261.15;2930.72;1276.79;10;0.83;stop;13;1;7518
60;2014.6;1624.5;2029.55;1624.08;2028.65;1591.87;2013.7;1592.29;10;0.81;move;-1;;
62;1995.66;1237.28;2009.87;1237.05;2009.34;1203.97;1995.13;1204.2;10;0.79;move;-1;;
64;1493.54;1656.17;1493.97;1642.12;1464.08;1641.21;1463.65;1655.25;10;0.75;stop;14;1;7518
65;2012.95;1587.44;2026.85;1586.75;2025.43;1558.06;2011.52;1558.75;10;0.81;move;-1;;
66;3317.05;1347.45;3326.16;1314.83;3310.13;1310.36;3301.03;1342.98;10;0.75;stop;11;1;4669
67;1983.37;741.14;1997.61;739.52;1994.25;710.11;1980.01;711.73;10;0.81;stop;9;1;7518
68;3733.74;895.8;3769.86;891.85;3768.13;876.08;3732.02;880.03;10;0.79;stop;6;1;7518
72;3476.51;827.49;3493.78;798.42;3480.68;790.64;3463.41;819.7;10;0.79;stop;6;1;7518
74;2894.09;1031.05;2895.21;1016.38;2866.66;1014.2;2865.54;1028.87;10;0.83;stop;6;1;7518
76;2495.06;1153.99;2529.18;1153.25;2528.81;1136.51;2494.7;1137.25;10;0.78;stop;11;1;7518
79;3141.43;448.07;3170.15;443.59;3167.94;429.43;3139.23;433.91;10;0.81;stop;8;1;7518
80;3780.4;891.74;3814.82;888.56;3813.35;872.63;3778.93;875.82;10;0.78;stop;6;1;7518
84;1809.85;506.49;1824.59;505.13;1821.65;473.38;1806.91;474.74;10;0.78;stop;1;1;4288
85;1987.73;1871.55;1994.24;1835.85;1979.02;1833.08;1972.51;1868.77;10;0.82;move;-1;;
86;2747.03;483.5;2783.32;479.06;2781.41;463.38;2745.11;467.81;10;0.8;stop;7;1;7518
87;888.29;1174.84;888.39;1158.78;858.27;1158.6;858.17;1174.65;10;0.78;stop;-1;;
90;3410.37;966.73;3427.9;935.45;3413.69;927.49;3396.16;958.77;10;0.76;stop;6;1;7518
91;2041.82;1382.93;2042.67;1352.36;2027.49;1351.94;2026.64;1382.51;10;0.82;stop;15;1;7518
92;937.44;1060.15;964.87;1059.92;964.74;1045.48;937.32;1045.71;10;0.79;stop;10;1;7518
93;366.99;1073.42;397.63;1073.23;397.54;1058.45;366.9;1058.64;10;0.79;stop;10;1;7518
96;1861.1;2150.22;1874.64;2122.09;1861.53;2115.78;1847.98;2143.91;10;0.78;stop;-1;;
97;1978.7;704.16;1992.52;703.02;1990.3;676.21;1976.48;677.36;10;0.8;stop;9;1;7518
98;2650.24;492.3;2679.12;488.91;2677.38;474.08;2648.5;477.46;10;0.81;stop;7;1;7518
101;1875.39;2116.8;1887.57;2090.79;1875.36;2085.07;1863.18;2111.08;10;0.78;stop;-1;;
102;83.87;1099.15;112.67;1099.13;112.66;1085.23;83.86;1085.25;10;0.79;stop;-1;;
107;2097.89;1092.67;2131.13;1091.61;2130.61;1075.21;2097.37;1076.27;10;0.79;move;-1;;
109;2010.79;1549.61;2024.62;1549.41;2024.21;1521.64;2010.38;1521.84;10;0.81;move;-1;;
110;2913.54;1303.63;2914.32;1289.35;2882.55;1287.62;2881.77;1301.9;10;0.82;stop;13;1;7518
111;1991.65;852.54;2004.51;851.38;2002.1;824.84;1989.24;826.0;10;0.8;stop;9;1;7518
112;1983.54;823.19;1998.79;820.66;1993.52;788.93;1978.28;791.46;10;0.79;stop;9;1;7518
114;3058.7;1051.21;3060.67;1036.98;3030.83;1032.85;3028.87;1047.09;10;0.78;stop;6;1;7518
116;2024.1;1399.38;2024.97;1365.12;2010.15;1364.74;2009.28;1399.01;10;0.81;move;-1;;
117;2571.77;1697.61;2574.41;1661.56;2560.1;1660.52;2557.47;1696.56;10;0.74;stop;16;1;7518
118;1967.4;1837.58;1972.46;1804.03;1957.63;1801.8;1952.58;1835.34;10;0.8;stop;-1;;
119;1949.07;253.89;1962.98;252.64;1960.49;224.8;1946.58;226.05;10;0.79;stop;2;1;7518
120;2739.76;525.51;2773.81;522.22;2772.36;507.24;2738.32;510.53;10;0.81;stop;7;1;7518
124;1994.67;929.88;2007.58;929.36;2006.58;904.43;1993.67;904.95;10;0.8;stop;9;1;7518
125;1817.76;1017.38;1839.38;990.1;1827.43;980.62;1805.8;1007.9;10;0.77;stop;-1;;
126;3024.02;1048.56;3026.73;1032.85;2993.23;1027.06;2990.52;1042.78;10;0.8;stop;6;1;7518
