vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
3;3145.9;1198.3;3147.94;1182.09;3110.03;1177.33;3108.0;1193.53;10;0.82;stop;11;1;7518
7;855.71;1172.93;856.09;1157.51;825.22;1156.75;824.84;1172.18;10;0.82;stop;-1;;
10;2951.71;1036.65;2953.17;1021.47;2920.79;1018.35;2919.33;1033.53;10;0.82;stop;6;1;7518
15;2680.66;1151.68;2680.75;1137.86;2653.71;1137.69;2653.63;1151.52;10;0.81;stop;11;1;7518
19;1977.29;668.89;1991.69;667.85;1989.65;639.49;1975.25;640.52;10;0.82;stop;9;1;7518
21;2824.04;1155.7;2824.58;1141.69;2791.59;1140.42;2791.05;1154.44;10;0.81;stop;11;1;7518
22;1960.69;680.32;1974.69;679.37;1972.5;647.18;1958.5;648.13;10;0.81;stop;9;1;7518
23;1074.5;640.2;1074.92;626.33;1044.43;625.42;1044.02;639.29;10;0.81;stop;-1;;
26;1957.95;640.37;1973.71;638.99;1970.73;605.0;1954.97;606.38;10;0.81;stop;9;1;7518
27;2724.86;1153.75;2725.31;1137.68;2691.64;1136.75;2691.19;1152.82;10;0.81;stop;11;1;7518
32;3499.94;1066.73;3504.03;1051.99;3470.38;1042.65;3466.29;1057.39;10;0.78;stop;6;1;7518
36;992.63;635.96;993.41;622.8;966.75;621.23;965.97;634.39;10;0.81;stop;-1;;
37;3428.93;930.49;3446.54;903.19;3433.57;894.82;3415.96;922.13;10;0.82;stop;6;1;7518
40;1993.29;896.11;2007.53;896.05;2007.4;865.64;1993.16;865.7;10;0.81;stop;9;1;7518
46;1756.11;1659.05;1784.34;1658.98;1784.31;1643.95;1756.08;1644.02;10;0.81;stop;14;1;7518
49;1145.06;1054.82;1145.13;1040.07;1113.94;1039.93;1113.87;1054.68;10;0.81;stop;10;1;7518
53;2832.58;1027.97;2833.59;1012.93;2797.67;1010.53;2796.66;1025.57;10;0.8;stop;6;1;7518
56;3356.83;1360.32;3361.91;1346.49;3333.17;1335.93;3328.09;1349.76;10;0.81;stop;11;1;7518
57;1790.18;234.26;1805.1;233.21;1803.07;204.49;1788.15;205.54;10;0.78;stop;1;1;7132
59;2969.35;1287.33;2974.63;1270.91;2937.37;1258.92;2932.09;1275.34;10;0.79;stop;13;1;7518
60;1997.63;1255.46;2011.95;1254.36;2009.62;1224.04;1995.3;1225.14;10;0.8;move;-1;;
64;1493.85;1655.18;1494.0;1641.39;1464.9;1641.07;1464.75;1654.86;10;0.78;stop;14;1;7518
65;2013.62;1240.43;2027.38;1239.29;2025.13;1212.07;2011.37;1213.21;10;0.8;move;-1;;
66;3241.27;1446.49;3250.64;1411.48;3233.11;1406.79;3223.74;1441.8;10;0.78;stop;-1;;
67;1983.58;740.93;1997.72;739.41;1994.6;710.32;1980.46;711.84;10;0.82;stop;9;1;7518
