vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2028.19;1240.93;2029.12;1207.49;2014.12;1207.07;2013.2;1240.51;10;0.8;move;-1;;
3;3145.28;1197.84;3147.01;1182.95;3110.66;1178.72;3108.93;1193.61;10;0.83;stop;11;1;7518
7;854.86;1172.92;855.27;1158.57;825.14;1157.71;824.73;1172.06;10;0.83;stop;-1;;
8;1999.55;1283.76;2014.0;1283.54;2013.52;1251.99;1999.06;1252.21;10;0.79;move;-1;;
10;2951.53;1037.76;2952.99;1022.2;2920.03;1019.11;2918.57;1034.67;10;0.82;stop;6;1;7518
11;1974.78;1050.25;2003.05;1049.85;2002.84;1035.5;1974.58;1035.9;10;0.77;move;-1;;
13;2140.79;1050.47;2170.97;1049.34;2170.4;1034.16;2140.22;1035.28;10;0.75;move;-1;;
14;2047.39;1051.82;2077.91;1050.08;2077.05;1035.06;2046.53;1036.79;10;0.74;move;-1;;
15;2681.37;1152.3;2681.41;1138.29;2651.88;1138.2;2651.84;1152.21;10;0.81;stop;11;1;7518
16;2002.06;1356.5;2017.08;1356.0;2016.06;1325.5;2001.04;1326.0;10;0.8;move;-1;;
18;2401.07;1063.22;2436.29;1062.74;2436.06;1046.15;2400.84;1046.64;10;0.8;move;-1;;
19;1977.07;670.44;1991.73;669.24;1989.31;639.62;1974.65;640.82;10;0.83;stop;9;1;7518
20;1696.8;1080.85;1726.79;1079.46;1726.1;1064.52;1696.1;1065.92;10;0.78;move;-1;;
21;2823.73;1156.37;2824.19;1141.92;2791.9;1140.88;2791.43;1155.33;10;0.81;stop;11;1;7518
22;1960.34;680.24;1974.59;679.34;1972.56;647.26;1958.32;648.16;10;0.81;stop;9;1;7518
23;1075.19;640.32;1075.58;626.16;1044.87;625.31;1044.48;639.47;10;0.81;stop;-1;;
25;2220.43;1067.26;2254.14;1065.3;2253.32;1051.12;2219.61;1053.07;10;0.69;move;-1;;
26;1957.54;640.91;1973.35;639.49;1970.31;605.59;1954.5;607.01;10;0.82;stop;9;1;7518
27;2727.1;1154.35;2727.46;1138.07;2691.65;1137.28;2691.29;1153.55;10;0.8;stop;11;1;7518
28;1915.08;1075.03;1947.22;1073.92;1946.67;1057.97;1914.53;1059.08;10;0.82;move;-1;;
29;1983.64;1072.68;2015.53;1070.52;2014.61;1056.94;1982.72;1059.11;10;0.8;move;-1;;
32;3499.02;1068.09;3503.18;1053.0;3467.54;1043.16;3463.38;1058.25;10;0.82;stop;6;1;7518
33;2584.96;1061.33;2585.17;1045.12;2550.29;1044.67;2550.08;1060.88;10;0.78;move;-1;;
36;992.53;636.13;993.41;622.81;966.84;621.06;965.96;634.37;10;0.81;stop;-1;;
37;3430.0;931.15;3447.7;903.69;3434.38;895.1;3416.68;922.56;10;0.82;stop;6;1;7518
40;1992.7;896.65;2007.11;896.53;2006.86;865.67;1992.45;865.78;10;0.81;stop;9;1;7518
41;2255.95;1044.5;2283.26;1044.06;2283.05;1031.12;2255.74;1031.56;10;0.8;move;-1;;
44;3502.72;1049.03;3507.72;1032.86;3472.28;1021.9;3467.28;1038.08;10;0.82;stop;6;1;5352
46;1783.34;1659.78;1783.73;1646.28;1755.91;1645.47;1755.52;1658.97;10;0.81;stop;14;1;7518
47;2032.82;1283.21;2033.12;1252.7;2017.37;1252.54;2017.07;1283.05;10;0.8;move;-1;;
49;1145.02;1055.12;1145.4;1040.44;1113.41;1039.63;1113.04;1054.31;10;0.81;stop;10;1;7518
52;10.08;1100.51;44.45;1095.42;42.19;1080.12;7.81;1085.21;10;0.79;stop;-1;;
53;2832.03;1029.1;2833.41;1013.66;2798.22;1010.52;2796.84;1025.96;10;0.81;stop;6;1;7518
54;2013.79;1511.72;2028.22;1510.27;2025.15;1479.66;2010.72;1481.11;10;0.81;move;-1;;
56;3357.1;1360.95;3362.17;1346.61;3332.9;1336.24;3327.82;1350.57;10;0.81;stop;11;1;7518
57;1789.44;234.9;1804.61;233.87;1802.68;205.53;1787.51;206.56;10;0.8;stop;1;1;7132
59;2968.19;1288.37;2973.22;1272.5;2936.56;1260.88;2931.53;1276.75;10;0.82;stop;13;1;7518
60;2014.58;1624.23;2029.41;1623.88;2028.67;1592.15;2013.84;1592.49;10;0.82;move;-1;;
62;1997.02;1237.91;2010.9;1237.61;2010.23;1205.59;1996.35;1205.89;10;0.77;move;-1;;
64;1493.63;1656.07;1493.99;1642.06;1463.99;1641.31;1463.64;1655.31;10;0.75;stop;14;1;7518
65;2013.04;1587.33;2027.08;1586.75;2025.9;1558.17;2011.86;1558.75;10;0.8;move;-1;;
66;3316.76;1347.35;3326.37;1314.14;3310.42;1309.53;3300.82;1342.74;10;0.77;stop;11;1;4669
67;1983.26;741.35;1997.63;739.78;1994.36;709.9;1980.0;711.47;10;0.82;stop;9;1;7518
68;3733.83;895.66;3769.72;891.8;3768.04;876.22;3732.16;880.07;10;0.8;stop;6;1;7518
72;3476.74;828.45;3494.09;798.52;3480.45;790.61;3463.09;820.54;10;0.79;stop;6;1;7518
74;2895.12;1031.11;2896.31;1016.46;2867.88;1014.14;2866.69;1028.79;10;0.83;stop;6;1;7518
76;2495.65;1153.61;2529.54;1153.2;2529.35;1136.89;2495.46;1137.3;10;0.78;stop;11;1;7518
79;3141.85;447.87;3170.6;443.41;3168.46;429.63;3139.71;434.09;10;0.8;stop;8;1;7518
80;3780.35;890.62;3814.83;887.43;3813.4;871.88;3778.91;875.07;10;0.79;stop;6;1;7518
84;1809.85;506.92;1824.35;505.68;1821.65;474.08;1807.15;475.32;10;0.79;stop;1;1;4288
85;1993.54;1836.08;1997.61;1800.56;1982.21;1798.79;1978.14;1834.31;10;0.81;move;-1;;
86;2747.09;483.25;2783.36;479.07;2781.58;463.63;2745.31;467.81;10;0.81;stop;7;1;7518
87;859.27;1175.19;888.39;1174.91;888.23;1159.19;859.11;1159.47;10;0.76;stop;-1;;
90;3410.43;966.24;3427.84;934.95;3413.63;927.05;3396.22;958.33;10;0.78;stop;6;1;7518
91;2042.01;1382.27;2043.0;1351.98;2027.87;1351.48;2026.87;1381.77;10;0.82;stop;15;1;7518
92;937.72;1059.61;966.51;1059.27;966.34;1045.27;937.55;1045.61;10;0.78;stop;10;1;7518
93;366.78;1073.41;397.78;1073.34;397.75;1058.46;366.75;1058.53;10;0.79;stop;10;1;7518
96;1860.92;2150.66;1874.75;2121.54;1861.71;2115.34;1847.88;2144.46;10;0.78;stop;-1;;
97;1978.49;704.35;1992.73;703.18;1990.51;676.03;1976.27;677.19;10;0.8;stop;9;1;7518
98;2650.0;492.59;2679.51;488.89;2677.62;473.79;2648.11;477.48;10;0.81;stop;7;1;7518
101;1876.32;2116.54;1888.9;2090.01;1876.68;2084.21;1864.1;2110.74;10;0.76;stop;-1;;
