vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state;parking_zone;timestamp_in;timestamp_out
1;2027.07;1655.78;2041.09;1654.73;2038.68;1622.47;2024.66;1623.52;10;0.8;stop;-1;;
2;2594.29;1039.93;2594.58;1023.95;2560.08;1023.32;2559.79;1039.3;10;0.82;stop;-1;;
3;3145.57;1198.55;3147.55;1182.65;3110.37;1178.01;3108.38;1193.91;10;0.81;stop;11;1;7518
4;1945.49;2016.03;1956.39;1985.84;1943.26;1981.1;1932.36;2011.29;10;0.81;move;-1;;
5;3388.05;1175.92;3390.41;1160.04;3354.45;1154.71;3352.09;1170.59;10;0.81;move;-1;;
7;854.7;1173.02;854.97;1159.13;825.3;1158.54;825.03;1172.43;10;0.83;stop;-1;;
8;2024.89;1723.98;2026.92;1690.15;2012.36;1689.27;2010.33;1723.1;10;0.82;stop;-1;;
10;2950.73;1037.47;2952.08;1022.21;2920.36;1019.4;2919.01;1034.67;10;0.83;stop;6;1;7518
11;2871.09;1051.86;2871.58;1036.92;2842.27;1035.96;2841.78;1050.89;10;0.8;stop;-1;;
12;2274.47;1047.91;2303.23;1046.96;2302.78;1033.34;2274.02;1034.29;10;0.82;stop;-1;;
13;2962.66;1058.43;2964.06;1043.78;2933.09;1040.82;2931.69;1055.47;10;0.83;move;-1;;
14;2913.65;1051.92;2914.86;1036.56;2882.44;1034.02;2881.23;1049.38;10;0.81;move;-1;;
15;2680.95;1152.27;2680.96;1138.25;2652.3;1138.23;2652.29;1152.25;10;0.81;stop;11;1;7518
16;2003.1;1906.9;2009.08;1875.97;1994.22;1873.1;1988.24;1904.03;10;0.84;stop;-1;;
17;3245.85;1261.15;3248.53;1226.28;3233.21;1225.1;3230.53;1259.97;10;0.69;move;-1;;
18;3455.9;1125.07;3459.38;1107.78;3423.48;1100.55;3420.0;1117.84;10;0.81;move;-1;;
19;1976.84;670.63;1991.63;669.58;1989.53;640.0;1974.74;641.05;10;0.81;stop;9;1;7518
20;2971.75;1082.32;2973.69;1067.08;2942.0;1063.05;2940.06;1078.29;10;0.82;stop;-1;;
21;2824.38;1155.74;2824.9;1141.62;2791.24;1140.38;2790.72;1154.5;10;0.81;stop;11;1;7518
22;1960.27;680.79;1974.4;679.88;1972.35;647.84;1958.22;648.74;10;0.81;stop;9;1;7518
23;1074.88;640.4;1075.27;626.35;1044.62;625.5;1044.23;639.56;10;0.82;stop;-1;;
24;2688.77;1043.42;2689.16;1026.5;2651.93;1025.65;2651.54;1042.56;10;0.8;stop;-1;;
25;3161.2;1109.01;3163.49;1089.82;3120.99;1084.74;3118.7;1103.93;10;0.81;move;-1;;
26;1957.52;641.35;1973.33;639.93;1970.32;606.28;1954.51;607.7;10;0.82;stop;9;1;7518
27;2725.05;1153.93;2725.47;1138.63;2691.45;1137.69;2691.03;1152.99;10;0.8;stop;11;1;7518
28;3020.46;1089.1;3022.34;1072.59;2987.79;1068.65;2985.91;1085.16;10;0.8;move;-1;;
29;3064.24;1093.99;3066.77;1078.88;3034.66;1073.51;3032.14;1088.62;10;0.84;move;-1;;
30;2028.07;1537.1;2028.15;1502.68;2012.55;1502.65;2012.47;1537.07;10;0.8;move;-1;;
31;3083.78;1146.47;3085.1;1132.45;3052.72;1129.41;3051.4;1143.43;10;0.83;move;-1;;
32;3499.48;1067.82;3504.01;1052.73;3469.89;1042.49;3465.36;1057.59;10;0.8;stop;6;1;7518
33;3547.76;1162.43;3551.52;1145.89;3513.49;1137.26;3509.73;1153.8;10;0.8;move;-1;;
34;1992.34;1514.21;2006.48;1513.29;2004.41;1481.66;1990.27;1482.59;10;0.79;move;-1;;
35;2000.96;1671.4;2002.6;1641.38;1988.29;1640.6;1986.65;1670.62;10;0.83;move;-1;;
36;992.42;636.15;993.49;623.24;966.95;621.04;965.88;633.94;10;0.81;stop;-1;;
37;3428.86;930.99;3446.79;903.3;3433.64;894.79;3415.71;922.48;10;0.81;stop;6;1;7518
39;967.66;1162.16;967.83;1147.79;939.49;1147.46;939.33;1161.84;10;0.81;move;-1;;
40;2007.09;897.59;2007.35;866.53;1992.48;866.41;1992.21;897.47;10;0.81;stop;9;1;7518
41;3075.2;1075.87;3077.16;1062.11;3050.05;1058.25;3048.09;1072.02;10;0.84;move;-1;;
43;1402.23;1117.68;1432.94;1117.33;1432.77;1103.07;1402.06;1103.42;10;0.82;stop;-1;;
44;3501.83;1048.84;3507.39;1033.78;3473.17;1021.16;3467.61;1036.22;10;0.8;stop;6;1;5352
45;1920.82;2078.17;1932.64;2047.61;1919.93;2042.7;1908.11;2073.26;10;0.8;move;-1;;
46;1755.87;1659.54;1783.69;1659.32;1783.57;1644.59;1755.75;1644.81;10;0.81;stop;14;1;7518
47;2020.4;1783.09;2023.27;1754.17;2009.35;1752.79;2006.48;1781.7;10;0.78;move;-1;;
48;1900.14;833.24;1914.67;831.65;1911.36;801.39;1896.83;802.97;10;0.82;stop;-1;;
49;1144.34;1055.37;1144.43;1040.69;1113.53;1040.5;1113.44;1055.18;10;0.8;stop;10;1;7518
50;1121.73;1082.82;1152.93;1082.25;1152.64;1066.87;1121.45;1067.44;10;0.78;move;-1;;
51;1956.03;994.28;1957.5;959.43;1940.6;958.72;1939.13;993.57;10;0.79;move;-1;;
52;1863.79;954.85;1866.55;920.69;1850.58;919.4;1847.83;953.56;10;0.8;stop;-1;;
53;2832.29;1027.98;2833.21;1012.56;2799.08;1010.52;2798.16;1025.94;10;0.79;stop;6;1;7518
54;1973.45;2008.85;1984.57;1979.75;1971.55;1974.78;1960.43;2003.87;10;0.81;stop;-1;;
55;1903.33;892.54;1918.12;891.33;1915.67;861.34;1900.88;862.55;10;0.81;stop;-1;;
56;3356.57;1360.91;3361.83;1347.05;3333.43;1336.27;3328.17;1350.13;10;0.78;stop;11;1;7518
57;1789.33;234.76;1803.85;233.67;1801.67;204.55;1787.15;205.64;10;0.8;stop;1;1;7132
58;702.64;1048.23;711.3;1035.89;685.79;1018.02;677.14;1030.36;10;0.81;stop;-1;;
59;2969.18;1287.61;2974.12;1272.02;2937.82;1260.52;2932.88;1276.1;10;0.8;stop;13;1;7518
60;1921.58;2150.51;1931.83;2121.02;1919.17;2116.62;1908.92;2146.11;10;0.8;stop;-1;;
61;2005.94;1434.31;2021.43;1433.37;2019.31;1398.44;2003.82;1399.38;10;0.79;move;-1;;
62;2024.2;1596.73;2024.73;1562.49;2010.24;1562.27;2009.71;1596.51;10;0.8;move;-1;;
63;1968.92;564.58;1974.23;550.54;1943.83;539.05;1938.52;553.09;10;0.79;stop;-1;;
64;1493.22;1655.91;1493.48;1642.0;1464.41;1641.46;1464.15;1655.38;10;0.8;stop;14;1;7518
65;1932.53;2116.21;1942.75;2090.44;1930.72;2085.67;1920.5;2111.44;10;0.8;stop;-1;;
66;3317.77;1347.03;3326.54;1314.17;3310.35;1309.85;3301.58;1342.71;10;0.8;stop;11;1;4669
67;1982.93;741.93;1997.1;740.53;1994.13;710.45;1979.97;711.84;10;0.8;stop;9;1;7518
68;3735.04;895.57;3770.39;891.7;3768.71;876.31;3733.36;880.17;10;0.8;stop;6;1;7518
69;2104.69;1093.72;2132.35;1093.14;2132.06;1079.78;2104.4;1080.36;10;0.8;stop;-1;;
70;1626.14;1132.6;1659.28;1131.71;1658.86;1116.28;1625.72;1117.17;10;0.77;move;-1;;
71;3282.85;926.64;3305.33;902.42;3293.71;891.64;3271.23;915.86;10;0.79;stop;6;1;1313
72;3475.82;827.41;3493.43;798.68;3480.43;790.72;3462.82;819.44;10;0.8;stop;6;1;7518
