vehicle_id;veh_bb_x1;veh_bb_y1;veh_bb_x2;veh_bb_y2;veh_bb_x3;veh_bb_y3;veh_bb_x4;veh_bb_y4;det_class;conf_score;state
19;1977.7;669.9;1992.18;668.72;1989.8;639.6;1975.32;640.78;10;0.82;parked
22;1960.67;680.18;1974.72;679.22;1972.52;647.32;1958.47;648.28;10;0.8;parked
26;1958.23;640.47;1973.8;639.08;1970.74;604.9;1955.17;606.3;10;0.82;parked
40;1993.38;896.14;2007.47;896.06;2007.31;865.61;1993.21;865.69;10;0.81;parked
67;1983.88;741.08;1998.17;739.48;1994.87;710.17;1980.58;711.77;10;0.82;parked
97;1979.77;703.41;1993.64;702.28;1991.48;675.84;1977.61;676.97;10;0.8;parked
111;1991.69;852.52;2004.51;851.34;2002.06;824.85;1989.24;826.04;10;0.77;parked
112;1983.91;823.03;1999.11;820.42;1993.72;789.09;1978.52;791.71;10;0.8;parked
124;1996.34;930.84;2009.83;930.24;2008.66;904.04;1995.17;904.64;10;0.78;parked
152;1987.44;779.31;1999.77;778.26;1997.5;751.81;1985.17;752.87;10;0.79;parked
400;2007.67;995.01;2021.85;991.87;2015.33;962.49;2001.15;965.63;10;0.76;parked
853;1968.09;766.64;1981.59;765.24;1978.6;736.36;1965.1;737.76;10;0.81;parked
